Year,Anomoly
638149.0,-6.69
638886.8,-6.79
639629.6,-6.29
640339.1,-5.69
641009.2,-5.49
641667.1,-5.79
642343.6,-6.49
643069.6,-6.99
643828.7,-6.99
644591.4,-7.59
645400.1,-7.29
646182.4,-6.39
646902.1,-6.79
647648.6,-7.39
648439.1,-7.89
649270.6,-7.99
650111.0,-7.99
650945.4,-7.89
651775.8,-7.29
652557.6,-6.49
653281.6,-5.69
653945.6,-6.09
654636.9,-5.89
655317.8,-6.69
656053.2,-6.79
656794.2,-6.99
657549.8,-6.69
658288.5,-6.49
659015.4,-6.39
659732.6,-5.69
660406.7,-5.69
661078.2,-4.79
661691.4,-4.89
662312.1,-5.49
662970.2,-6.29
663683.4,-5.89
664369.8,-5.09
665007.9,-3.89
665577.2,-4.49
666181.3,-5.09
666826.1,-5.59
667504.8,-6.19
668222.7,-6.49
668965.3,-6.19
669684.1,-5.79
670375.8,-4.89
671010.9,-4.49
671626.7,-4.69
672252.8,-4.79
672886.9,-4.59
673508.8,-4.19
674109.0,-4.19
674705.6,-3.89
675288.2,-3.79
675869.5,-3.89
676454.2,-3.49
677022.9,-3.49
677587.5,-3.59
678157.6,-3.09
678706.2,-3.09
679253.9,-3.09
679802.6,-3.09
680352.8,-3.29
680915.7,-2.89
681462.5,-2.79
682000.6,-2.69
682535.8,-2.79
683079.8,-2.19
683594.1,-2.09
684101.6,-2.29
684621.1,-2.39
685145.4,-1.79
685644.8,-2.09
686155.3,-1.69
686649.6,-1.09
687114.8,-1.39
687595.1,-1.79
688093.3,-1.39
688572.1,-1.59
689062.2,-1.59
689551.9,-1.39
690032.0,-1.49
690515.4,-1.49
690996.3,-1.29
691469.6,-1.19
691937.0,-1.49
692414.2,-1.59
692894.3,-1.39
693365.3,-1.49
693839.4,-1.59
694317.1,-1.49
694792.0,-1.59
695269.4,-1.89
695761.8,-2.19
696267.5,-2.09
696770.4,-2.39
697285.6,-2.09
697786.1,-1.89
698280.3,-1.79
698767.7,-1.39
699237.8,-1.59
699719.5,-1.99
700219.0,-2.09
700722.9,-1.89
701220.8,-1.99
701723.2,-2.29
702241.4,-2.59
702773.1,-2.69
703312.6,-2.69
703852.8,-2.89
704405.8,-3.19
704973.4,-3.09
705538.7,-3.09
706101.8,-2.99
706659.1,-2.89
707213.8,-3.39
707796.8,-3.29
708373.6,-3.49
708960.2,-3.39
709543.8,-3.49
710130.1,-3.59
710723.2,-3.99
711340.7,-3.19
711915.1,-3.29
712495.1,-3.49
713087.1,-4.49
713735.3,-4.29
714373.6,-4.49
715025.3,-5.69
715756.0,-4.49
716410.1,-6.09
717172.3,-6.29
717953.6,-7.09
718791.0,-4.79
719466.6,-4.89
720147.4,-5.99
720904.2,-4.99
721590.3,-4.29
722234.1,-5.39
722946.6,-5.19
723651.1,-5.29
724362.2,-5.09
725060.0,-4.99
725748.9,-4.59
726410.6,-4.59
727076.2,-5.49
727804.0,-5.39
728524.8,-4.19
729163.5,-3.59
729769.4,-3.59
730376.1,-3.19
730962.5,-3.99
731589.6,-3.69
732201.8,-3.39
732800.9,-4.29
733450.4,-2.99
734027.6,-3.79
734650.8,-4.39
735307.6,-3.89
735935.8,-4.49
736603.1,-4.89
737299.4,-6.19
738083.7,-6.69
738913.9,-7.29
739788.8,-7.39
740672.8,-7.49
741564.7,-7.39
742455.4,-7.59
743359.9,-7.99
744298.2,-7.89
745227.4,-7.69
746137.8,-7.39
747022.4,-7.49
747919.1,-7.59
748821.2,-7.19
749695.2,-7.49
750591.2,-7.59
751492.5,-7.39
752383.6,-7.39
753271.9,-7.29
754148.2,-7.39
755039.3,-7.49
755937.5,-7.49
756837.2,-7.39
757723.9,-7.39
758608.2,-7.29
759484.1,-7.09
760349.0,-6.79
761191.4,-6.59
762014.5,-6.29
762813.4,-5.39
763542.4,-4.49
764213.3,-3.99
764851.2,-4.49
765520.0,-4.79
766215.2,-5.09
766927.0,-5.29
767658.0,-6.19
768453.0,-6.39
769265.5,-6.19
770063.6,-5.79
770827.0,-4.99
771531.9,-4.39
772200.1,-4.09
772851.0,-3.89
773489.3,-4.29
774152.1,-4.69
774841.4,-5.49
775584.8,-5.79
776349.4,-5.39
777088.8,-4.79
777785.6,-4.09
778434.8,-3.39
779044.7,-3.09
779634.2,-3.59
780253.6,-3.89
780893.6,-4.19
781550.8,-3.99
782193.2,-3.49
782809.1,-3.19
783404.2,-2.59
783970.2,-2.39
784521.7,-2.39
785073.8,-2.39
785625.0,-1.99
786158.7,-1.89
786684.0,-1.79
787207.4,-1.89
787732.1,-2.09
788266.9,-1.89
788795.9,-1.49
789303.2,-1.69
789819.2,-1.39
790320.5,-1.29
790817.8,-0.69
791288.1,-0.59
791752.5,-0.49
792214.4,0.01
792652.8,-0.39
793109.2,-1.09
793599.1,-1.69
794117.0,-1.89
794644.6,-2.29
795195.6,-2.89
795777.1,-3.39
796391.3,-4.19
797050.9,-4.69
797744.7,-4.89
798456.8,-5.49
799211.9,-6.29
800028.2,-7.19
800918.2,-7.49
801833.2,-7.79
802779.6,-7.79
803718.9,-7.79
804662.5,-7.39
805574.1,-7.79
806515.2,-7.69
807447.6,-8.09
808416.7,-7.69
809348.4,-6.69
810202.4,-7.09
811085.2,-6.89
811949.6,-6.49
812783.5,-6.39
813607.6,-6.29
814422.8,-6.19
815229.1,-6.19
816037.8,-6.49
816871.6,-6.39
817693.6,-6.19
818505.5,-6.09
819303.1,-5.99
820093.9,-5.99
