Year(BP),Temperature Anomoly
97112.5,-2.49
97060.35,-4.59
97007.56,-4.19
96955.92,-3.49
96902.67,-4.49
96849.39,-4.29
96797.04,-3.79
96742.89,-4.59
96689.59,-4.19
96636.26,-4.19
96581.32,-4.59
96527.83,-4.29
96474.5,-4.19
96420.04,-4.59
96367.91,-4.09
96318.35,-3.39
96269.16,-3.39
96219.9,-3.69
96172.8,-2.89
96126.66,-2.69
96078.5,-3.39
96034.3,-2.29
95990.86,-1.99
95943.16,-3.19
95891.26,-3.99
95833.01,-5.39
95779.69,-4.29
95726.84,-4.19
95674.61,-4.19
95624.09,-3.49
95570.52,-4.69
95519.38,-3.89
95469.23,-3.29
95416.2,-4.89
95365.71,-3.49
95316.7,-3.39
95267.15,-3.69
95217.15,-3.59
95166.09,-3.99
95114.25,-4.09
95062.84,-4.09
95012.06,-3.69
94959.98,-3.99
94907.84,-4.79
94858.19,-2.79
94807.5,-4.19
94753.67,-4.29
94698.17,-5.19
94645.7,-4.09
94595.27,-3.79
94545.12,-3.89
94495.81,-3.49
94445.28,-3.69
94390.84,-4.89
94337.06,-4.39
94282.84,-4.59
94231.96,-3.89
94174.41,-5.29
94119.95,-4.69
94067.8,-4.09
94015.96,-4.19
93964.18,-4.19
93911.53,-3.99
93857.85,-5.19
93806.23,-3.49
93754.65,-4.39
93701.73,-4.19
93647.24,-4.89
93594.31,-4.49
93544.41,-3.39
93491.38,-4.59
93435.85,-4.89
93379.07,-5.09
93323.03,-5.09
93268.62,-4.59
93214.59,-4.59
93161.2,-4.59
93108.11,-4.19
93053.48,-4.89
92998.18,-4.99
92943.5,-4.59
92885.65,-5.49
92828.09,-5.29
92773.16,-4.89
92721.45,-4.19
92670.22,-3.49
92612.16,-5.99
92554.62,-5.09
92497.57,-5.19
92439.02,-5.59
92382.71,-4.99
92323.24,-5.89
92268.78,-4.39
92213.77,-4.99
92158.95,-4.99
92105.98,-4.39
92053.54,-4.19
91998.96,-4.89
91942.38,-5.19
91884.26,-5.49
91824.88,-5.69
91764.38,-5.89
91705.36,-6.09
91651.52,-4.19
91598.14,-4.59
91542.13,-5.09
91483.52,-5.69
91436.36,-3.29
91382.74,-4.69
91329.07,-4.69
91275.23,-4.69
91221.95,-4.69
91171.09,-4.29
91123.22,-3.19
91073.23,-3.99
91020.08,-4.79
90967.26,-4.49
90915.37,-4.49
90863.12,-3.99
90807.3,-5.39
90750.59,-5.49
90697.11,-4.49
90645.51,-4.29
90594.62,-4.09
90543.15,-4.39
90492.44,-4.19
90441.7,-3.89
90385.3,-5.39
90328.54,-5.39
90273.29,-4.89
90215.65,-5.59
90158.63,-5.69
90104.93,-4.39
90052.15,-4.79
89999.58,-4.39
89946.24,-4.89
89893.27,-4.49
89838.76,-4.99
89781.33,-5.49
89724.59,-5.39
89668.38,-4.99
89608.51,-6.29
89549.95,-5.69
89493.46,-5.09
89433.2,-6.19
89376.96,-5.19
89318.27,-5.79
89260.06,-5.89
89204.38,-4.99
89149.34,-5.09
89093.06,-5.29
89034.55,-5.79
88974.01,-6.19
88916.37,-5.09
88856.26,-6.69
88799.31,-4.79
88740.26,-6.09
88681.59,-5.69
88620.66,-6.29
88562.36,-5.89
88506.76,-4.69
88448.07,-5.79
88383.18,-6.99
88318.63,-6.79
88256.55,-6.39
88197.85,-5.89
88142.62,-4.89
88084.86,-5.79
88032.79,-4.59
87977.27,-5.29
87922.59,-4.99
87868.45,-5.29
87816.4,-3.99
87761.21,-5.59
87704.74,-5.49
87649.53,-5.19
87595.56,-4.89
87541.98,-5.09
87491.29,-4.19
87439.8,-4.59
87388.33,-4.49
87336.99,-4.49
87282.97,-5.09
87235.64,-3.59
87185.7,-4.29
87136.91,-3.99
87088.73,-3.79
87037.86,-4.49
86986.69,-4.49
86935.41,-4.49
86883.52,-4.69
86834.85,-3.99
86787.34,-3.69
86737.78,-4.19
86688.13,-4.19
86638.54,-4.29
86592.29,-3.19
86542.64,-4.49
86494.41,-3.89
86446.87,-3.69
86398.8,-3.89
86352.66,-4.09
86309.02,-1.89
86264.16,-3.49
86216.18,-4.09
86168.39,-3.89
86121.38,-3.59
86073.3,-3.89
86024.36,-4.59
85980.7,-2.49
85935.09,-3.49
85885.66,-4.29
85839.48,-3.59
85795.44,-3.09
85752.76,-2.59
85709.41,-2.89
85665.11,-3.29
85620.25,-3.09
85575.11,-3.59
85531.59,-2.79
85488.73,-2.69
85442.43,-3.69
85396.8,-3.49
85351.32,-3.09
85305.68,-4.19
85261.08,-2.59
85217.63,-3.39
85174.18,-2.59
85130.3,-3.39
85090.98,-1.69
85048.65,-2.69
85005.39,-3.19
84961.11,-2.69
84917.51,-3.99
84876.48,-1.79
84837.49,-1.79
84794.62,-2.99
84752.11,-2.69
84708.8,-2.89
84665.84,-3.39
84623.62,-2.09
84580.09,-3.29
84537.19,-2.89
84494.84,-2.69
84453.42,-2.99
84413.95,-1.59
84375.5,-1.79
84336.02,-2.09
84296.64,-2.09
84257.71,-1.99
84218.01,-1.79
84177.27,-2.79
84137.89,-1.79
84094.57,-3.29
84052.41,-2.49
84009.7,-2.99
83966.59,-3.09
83924.55,-2.79
83884.49,-2.09
83841.72,-2.89
83800.29,-3.09
83760.27,-1.19
83718.79,-2.89
83674.56,-3.69
83632.83,-2.39
83589.23,-3.19
83547.02,-2.89
83505.55,-2.29
83464.11,-2.99
83422.87,-2.49
83382.31,-2.29
83338.54,-3.29
83294.14,-3.19
83248.05,-4.09
83202.98,-3.09
83157.38,-3.89
83110.54,-3.59
83063.79,-4.39
83018.3,-3.29
82973.68,-3.39
82928.98,-3.59
82886.74,-2.69
82842.87,-3.49
82800.9,-1.99
82755.88,-4.09
82709.46,-3.69
82663.56,-3.69
82616.7,-3.69
82567.8,-4.59
82518.77,-4.59
82472.42,-3.69
82427.73,-3.29
82380.91,-3.99
82331.91,-4.39
82280.34,-4.99
82229.51,-4.79
82181.58,-4.09
82131.63,-4.59
82080.88,-4.79
82033.02,-4.09
81982.23,-4.89
81934.86,-3.99
81888.4,-3.79
81839.52,-4.49
81792.51,-3.99
81746.21,-3.69
81698.53,-4.19
81649.99,-4.39
81601.12,-4.39
81552,-4.59
81504.16,-4.29
81456.76,-3.69
81408.61,-4.69
81359.41,-3.99
81310.66,-5.29
81263.82,-3.19
81217.17,-4.29
81169.23,-4.29
81120.88,-4.19
81070.61,-4.79
81019.16,-5.09
80968.71,-4.79
80919,-4.49
80870.02,-4.89
80824.3,-3.39
80778.62,-3.59
80727.32,-5.29
80678.79,-4.09
80626,-5.59
80576.62,-4.29
80526.63,-4.89
80478.94,-4.09
80431.56,-4.19
80385.85,-3.79
80331.76,-5.59
80282.46,-4.49
80229.9,-5.39
80180.29,-4.39
80123.39,-6.49
80070.88,-4.99
80020.01,-4.99
79968.85,-4.79
79916.73,-5.69
79867.15,-4.39
79818.84,-4.29
79769.12,-4.79
79718.61,-4.99
79667.91,-4.69
79615.38,-5.49
79562.65,-5.49
79511.75,-4.89
79460.71,-4.59
79405.48,-5.99
79347.52,-6.69
79294.77,-5.09
79243.13,-4.99
79187.91,-5.99
79134.23,-5.49
79081.77,-5.29
79026.43,-5.89
78971.27,-5.79
78915.77,-5.99
78860.46,-5.69
78803.99,-6.09
78746.24,-6.39
78688.48,-6.39
78633.6,-5.79
78578.66,-5.79
78521.75,-6.39
78467.89,-5.59
78416.56,-4.99
78364.95,-5.09
78313.07,-5.69
78261.71,-4.49
78208.31,-6.09
78154.91,-5.39
78102.57,-5.29
78050.09,-5.39
77996.55,-5.49
77940.52,-6.19
77885.04,-5.99
77827.92,-6.29
77770.63,-6.49
77716.32,-5.69
77662.61,-5.39
77607.9,-6.29
77552.72,-5.29
77492.7,-7.39
77438.53,-5.59
77386.21,-5.39
77330.61,-5.99
77273.68,-6.19
77215.8,-6.79
77161.16,-5.59
77107,-5.69
77051.18,-6.29
76994.91,-5.99
76936.16,-6.69
76874.26,-7.19
76814.8,-6.89
76757.64,-6.09
76700.38,-6.69
76645.12,-5.79
76589.41,-6.19
76536.7,-5.49
76482.08,-5.89
76428.02,-5.89
76376.4,-5.29
76324.91,-5.39
76273.91,-5.19
76223.53,-5.09
76172.84,-5.09
76120.52,-5.49
76068.18,-5.89
76018.51,-4.39
75968.84,-5.39
75919.84,-4.59
75871.12,-4.99
75823.27,-4.49
75775.55,-4.59
75727.63,-4.79
75683.32,-3.69
75640.88,-3.29
75597.69,-3.89
75555.73,-2.79
75512.52,-3.69
75467.02,-4.19
75420.76,-4.39
75374.07,-4.19
75325.48,-5.09
75278.93,-4.29
75234.73,-3.79
75185.66,-4.99
75140.15,-4.09
75092.02,-4.79
75043.82,-4.79
74997.11,-4.69
74951.8,-3.49
74903.27,-5.19
74851.99,-5.29
74799.5,-5.89
74747.86,-5.39
74696.36,-5.49
74644.3,-5.49
74590.27,-6.19
74540.68,-4.79
74483.98,-6.59
74430.98,-5.69
74375.91,-6.29
74322.88,-5.39
74266.97,-6.79
74213.14,-5.69
74159.93,-5.79
74105.98,-6.09
74051.31,-5.79
73993.81,-6.89
73937.23,-6.39
73879.61,-6.69
73820.99,-6.89
73762.34,-6.79
73703,-6.89
73641.57,-7.39
73579,-7.49
73517.59,-7.39
73456.01,-7.09
73391.34,-8.09
73329.41,-7.49
73272.08,-6.49
73214.86,-6.79
73157.88,-6.29
73099.45,-7.29
73043.64,-6.09
72987.59,-6.49
72932.45,-6.29
72879.55,-5.79
72825.47,-6.09
72771.23,-6.19
72717.86,-5.89
72664.46,-5.99
72612.29,-5.89
72561.27,-5.09
72508.79,-6.09
72454.86,-5.99
72399.98,-6.39
72345.94,-6.19
72295.62,-5.19
72246.05,-5.19
72195.73,-5.39
72144.12,-5.59
72090.59,-6.29
72042.79,-4.39
71988.23,-6.49
71930.99,-6.89
71883.7,-4.59
71834.8,-5.19
71787.89,-4.69
71741.35,-4.69
71695.91,-4.19
71649.08,-4.79
71601.38,-4.79
71553.57,-5.19
71505.91,-4.39
71456.12,-5.59
71404.3,-5.79
71352.49,-5.89
71300.48,-5.49
71245.63,-6.69
71192.71,-5.79
71139.64,-5.99
71082.35,-6.89
71026.38,-6.49
70969.32,-6.89
70911.81,-6.69
70852.49,-7.39
70793.77,-7.09
70738.15,-6.39
70681.65,-6.69
70627.33,-6.09
70566.64,-7.49
70503.59,-7.99
70441.96,-7.69
70386.3,-6.39
70321.97,-7.99
70256.85,-8.09
70190.94,-8.39
70126.72,-7.89
70059.09,-8.79
69993.61,-7.99
69925.31,-8.89
69860.4,-8.09
69795.61,-8.09
69729.24,-8.59
69668.66,-7.29
69608.06,-7.69
69549.45,-6.89
69490.74,-7.29
69434.29,-6.69
69376.24,-6.99
69317.97,-7.19
69258.69,-6.89
69194.12,-8.39
69126.57,-8.59
69059.06,-8.69
68994.38,-8.19
68934.06,-7.39
68872.2,-7.69
68811.41,-7.99
68753.66,-6.19
68690.27,-8.39
68625.52,-8.19
68562.52,-8.19
68503.09,-6.89
68441.36,-7.89
68375.73,-8.49
68312.25,-7.99
68248.79,-7.89
68182.92,-8.49
68117.46,-8.29
68052.18,-8.49
67988.89,-7.89
67922.29,-8.69
67858.85,-8.09
67797.21,-7.59
67733.09,-8.29
67669.24,-8.29
67608.18,-7.49
67546.31,-7.69
67480.23,-8.79
67421.87,-6.89
67359.89,-8.09
67297.33,-7.89
67233.83,-8.19
67168.94,-8.19
67102.17,-8.89
67037.45,-8.19
66971.49,-8.49
66905.41,-8.59
66840.67,-8.29
66778.52,-7.79
66712.84,-8.59
66647.98,-8.39
66584.99,-7.99
66524.7,-7.49
66460.48,-8.59
66397.72,-7.79
66333.24,-8.39
66270.34,-8.19
66208.99,-7.69
66147.48,-7.99
66087.94,-7.39
66022.88,-8.79
65965.74,-6.79
65909.3,-6.69
65849.3,-7.89
65788.09,-7.79
65725.72,-7.99
65663.05,-8.29
65602.83,-7.29
65540.73,-8.19
65481.62,-7.39
65419.54,-8.09
65359.1,-7.79
65300.45,-7.19
65240.5,-7.69
65177.35,-8.29
65116.96,-7.79
65057.54,-7.39
64996.66,-8.09
64937.45,-7.49
64884.15,-6.49
64832.61,-6.09
64777.68,-6.79
64721.55,-6.89
64664.57,-7.89
64611.23,-5.59
64557.63,-7.29
64506.12,-5.79
64454.43,-5.89
64397.55,-7.49
64337.41,-7.79
64275.57,-7.99
64213.04,-8.29
64151.11,-7.89
64087.83,-8.39
64025.16,-8.19
63960.85,-8.19
63892.85,-9.49
63833.86,-7.39
63774.4,-7.59
63711.55,-8.39
63650.02,-8.09
63592.26,-7.19
63534.1,-7.49
63474.03,-7.79
63413.71,-7.89
63355.27,-7.89
63300.73,-6.19
63243.56,-7.49
63183.74,-7.79
63125.52,-7.59
63069.18,-7.19
63013.77,-6.99
62958.61,-6.89
62902.05,-7.09
62842.99,-7.89
62786.31,-7.19
62729.62,-7.29
62675.68,-6.69
62622.91,-6.59
62571.2,-6.19
62518.77,-6.49
62465.75,-6.69
62413.98,-6.39
62363.1,-5.89
62310.51,-6.59
62257.05,-7.09
62205.55,-5.99
62154.48,-6.29
62103.43,-6.29
62053.36,-6.09
62003.83,-5.79
61954.7,-6.09
61905.46,-5.39
61854.32,-6.69
61804.14,-6.09
61756.12,-5.39
61707.34,-5.69
61656.52,-6.49
61605.86,-6.19
61556.01,-5.89
61507.53,-6.19
61461.53,-4.79
61415.91,-4.99
61367.92,-5.69
61318.93,-6.19
61271.19,-5.19
61222.13,-5.89
61171.66,-6.49
61122.82,-5.59
61073.68,-5.89
61023.12,-6.29
60973,-6.19
60924.57,-5.59
60876.66,-5.79
60829.5,-5.29
60780.1,-6.29
60735.82,-4.69
60691.46,-4.89
60647.65,-4.89
60603.56,-4.29
60556.23,-5.89
60508.09,-6.09
60462.12,-4.79
60416.6,-5.19
60370.16,-5.49
60325.15,-5.29
60283.93,-3.79
60238.74,-5.09
60188.67,-6.29
60142.68,-5.29
60098.79,-5.19
60055.88,-3.49
60011.64,-6.09
59967.62,-4.39
59925.3,-4.39
59882.17,-4.69
59838.43,-4.79
59794.35,-4.89
59750.33,-4.79
59706.03,-5.09
59661.82,-4.79
59618.91,-4.89
59577.29,-3.89
59534.86,-4.69
59492.79,-4.49
59452.11,-4.19
59412.37,-3.59
59371.3,-3.79
59327.15,-5.39
59283.47,-4.69
59239.87,-4.89
59199.42,-3.89
59157.86,-4.09
59116.41,-5.09
59075.2,-3.39
59032.36,-4.99
58990.2,-4.29
58944.47,-5.59
58901.39,-4.29
58857.5,-5.09
58812.69,-4.99
58767.59,-5.19
58721.52,-5.29
58673.62,-5.89
58624.3,-6.19
58576.62,-5.99
58533.96,-4.29
58490.12,-4.89
58443.31,-5.69
58397.41,-5.49
58353.21,-4.79
58308.32,-4.99
58260.4,-5.69
58211.71,-6.79
58166.32,-4.59
58124.02,-4.79
58082.88,-3.99
58039.02,-4.99
57997.37,-4.29
57953.9,-4.79
57908.76,-5.39
57862.46,-5.29
57816.89,-5.89
57772.52,-4.39
57727.23,-5.59
57681.91,-5.19
57636.03,-5.39
57586.31,-6.19
57539.34,-5.59
57487.95,-6.69
57441.39,-5.49
57393.95,-5.69
57344.52,-6.29
57295.21,-6.19
57246.61,-6.09
57197.99,-5.69
57145.92,-7.19
57097.11,-5.89
57049.55,-5.59
57000.04,-6.39
56948.4,-6.39
56893.26,-7.69
56843.66,-5.79
56788.98,-7.39
56734.66,-7.19
56684.11,-6.39
56633.58,-6.39
56578.72,-7.39
56525.7,-6.99
56474.97,-6.39
56425.6,-6.29
56377.61,-5.89
56330.04,-5.79
56282.05,-5.89
56230.5,-6.89
56183.3,-5.69
56137.64,-5.39
56089.79,-5.89
56041.52,-6.09
55996.3,-5.09
55949.14,-5.89
55902.28,-5.99
55857.6,-4.89
55812.7,-5.19
55766.3,-5.79
55720.22,-5.69
55674.6,-4.99
55625.62,-6.49
55574.93,-6.39
55522.79,-6.99
55471.91,-6.69
55423.07,-5.89
55373.32,-6.49
55323.52,-6.49
55275.27,-5.89
55227.31,-5.99
55179.79,-6.09
55137.46,-4.49
55094.29,-4.89
55051.02,-4.99
55006.8,-4.79
54960.78,-6.09
54914.01,-5.59
54867.96,-5.79
54822.36,-5.29
54777.31,-5.59
54734.64,-4.59
54690.15,-5.29
54647.19,-4.59
54601.23,-5.79
54553.46,-5.99
54506,-6.29
54460.41,-5.19
54415.83,-5.39
54372.14,-5.29
54330.65,-4.39
54290.97,-4.09
54251.58,-3.99
54211.9,-4.09
54172.01,-4.29
54131.98,-4.09
54091.02,-4.49
54049.97,-4.19
54007.11,-5.29
53965.82,-4.89
53925.64,-3.39
53882.2,-5.39
53835.17,-5.89
53788.87,-5.69
53744.43,-5.29
53701.86,-5.19
53660.58,-3.69
53617.65,-5.19
53573.07,-5.79
53530.49,-4.39
53486,-5.49
53442.02,-5.09
53395.21,-6.19
53351.77,-4.79
53307.54,-5.19
53262.03,-5.89
53215.98,-5.39
53169.91,-5.99
53123.55,-5.39
53076.11,-6.39
53031.2,-5.39
52990.07,-4.39
52946.67,-5.49
52905.91,-3.69
52863.8,-5.09
52818.95,-5.39
52773.84,-5.89
52730.7,-4.59
52685.17,-5.79
52640.77,-5.19
52592.01,-6.49
52545.18,-5.69
52497.07,-6.49
52452.21,-5.09
52407.25,-5.59
52360.7,-5.69
52313.16,-6.29
52265.6,-5.89
52218.11,-6.19
52170.18,-6.09
52121.51,-6.29
52072.11,-6.49
52022.1,-6.49
51971.93,-6.99
51924.43,-5.79
51877.62,-5.79
51828.61,-6.49
51779.23,-6.59
51732.49,-5.69
51683.07,-6.59
51635.27,-6.19
51590.29,-5.39
51537.92,-7.19
51488.23,-6.59
51440.27,-6.29
51397.06,-4.79
51350.39,-6.19
51302.14,-6.19
51252.64,-6.59
51203.16,-6.69
51155.59,-6.19
51109.22,-5.59
51062.89,-6.09
51016.18,-5.79
50967.67,-6.19
50916.6,-7.29
50865.82,-6.59
50816.88,-6.79
50769.23,-5.59
50719.98,-6.79
50671,-6.79
50624.79,-5.19
50576.48,-6.59
50527.29,-6.69
50480.3,-5.89
50432.12,-6.29
50380.86,-7.09
50331.06,-6.49
50278.03,-7.49
50226.88,-6.79
50175.56,-7.19
50125.65,-6.39
50074.08,-7.29
50023.48,-6.69
49973.27,-6.79
49924.27,-6.69
49877.94,-5.69
49831.09,-6.09
49783.26,-6.19
49730.77,-7.29
49678.29,-7.39
49630.21,-6.09
49580.36,-6.69
49527.56,-7.59
49479.24,-6.09
49431.25,-6.39
49384.91,-5.89
49338.72,-5.99
49292.14,-5.89
49241.26,-7.09
49192.35,-6.39
49141.03,-7.09
49086.73,-7.69
49034.93,-7.09
48983.3,-6.99
48928.23,-8.09
48879.44,-6.39
48833.5,-5.79
48784.05,-6.79
48736.57,-6.19
48692.99,-5.39
48648.72,-5.39
48602.12,-6.29
48555.52,-6.09
48509.43,-5.89
48463.63,-6.09
48417.71,-5.69
48371.57,-6.29
48325.98,-5.79
48281.58,-5.79
48242.04,-4.09
48198.68,-5.59
48154.61,-5.39
48109.62,-5.89
48064.81,-5.89
48020.9,-5.29
47977.11,-5.59
47933.21,-5.59
47890.99,-4.99
47845.71,-5.99
47801.11,-5.59
47758.17,-5.69
47716.95,-4.39
47677.05,-4.79
47637.94,-4.19
47597.68,-4.59
47559.11,-4.79
47521.96,-3.19
47485.86,-3.69
47447.57,-3.99
47407.35,-4.89
47365.88,-4.79
47323.66,-5.29
47281.06,-5.19
47238.7,-5.19
47195.91,-5.49
47155.44,-4.39
47113.54,-4.89
47070.07,-5.99
47027.68,-5.19
46988.48,-4.29
46951,-3.39
46911.05,-5.39
46869.79,-4.49
46828.84,-5.19
46788.58,-4.59
46744.11,-5.79
46700.24,-5.29
46656.7,-6.19
46613.79,-4.39
46569.89,-5.99
46524.23,-6.09
46479.5,-5.69
46434.43,-5.89
46389.91,-5.69
46344.09,-6.09
46297.94,-6.09
46252.01,-6.19
46206.55,-5.79
46160.34,-6.29
46112.75,-6.29
46063.94,-6.89
46014.79,-6.79
45965.71,-6.69
45916.2,-6.89
45866.26,-6.89
45816.45,-7.09
45767.05,-6.69
45716.84,-6.99
45665.17,-7.49
45613.02,-7.29
45561.16,-7.59
45511.6,-6.89
45463.13,-6.29
45412.66,-7.29
45359.75,-7.59
45305.54,-7.89
45251.59,-7.89
45199.3,-7.29
45146.11,-7.69
45093.04,-7.69
45043.59,-6.79
44994,-6.79
44940.68,-7.79
44888.11,-7.49
44841.17,-6.29
44791.96,-6.89
44743.7,-6.69
44695.8,-6.49
44645.71,-7.19
44596.15,-6.99
44548.91,-6.49
44503.77,-5.99
44458.32,-5.59
44410.03,-7.09
44361.22,-7.19
44314.2,-5.89
44267.99,-6.59
44222.64,-5.89
44178.16,-5.69
44132.33,-6.29
44086.7,-6.09
44041.03,-6.19
43996.14,-5.89
43948.86,-6.49
43899.79,-7.09
43850.46,-6.69
43799.93,-7.59
43751.54,-6.19
43701.25,-7.59
43651.94,-6.89
43603.91,-6.69
43555.25,-6.59
43504.62,-7.49
43454.32,-7.29
43404.54,-6.59
43352.32,-7.99
43300,-7.29
43245.52,-8.09
43190.34,-8.19
43136.67,-7.89
43083.15,-7.79
43029.64,-7.89
42977.34,-7.49
42923.95,-8.09
42872.74,-7.29
42822.2,-6.99
42770.77,-7.79
42719.98,-6.89
42669.92,-7.89
42622.15,-5.79
42572.65,-7.69
42523.38,-6.89
42475.59,-6.69
42429.02,-6.59
42385.37,-5.49
42339.34,-6.39
42287.24,-7.69
42239.66,-6.69
42191.3,-6.89
42141.84,-7.09
42091.43,-7.19
42035.56,-8.49
41985.08,-7.19
41933.61,-7.49
41880.45,-7.89
41827.58,-7.79
41774.57,-7.79
41721.42,-7.99
41670.59,-7.59
41623.11,-6.29
41576.72,-6.59
41530.12,-6.29
41479.73,-7.49
41428.01,-7.59
41376.79,-7.69
41328.59,-6.69
41280.5,-6.79
41231.25,-7.29
41184.94,-6.29
41135.74,-7.19
41087.78,-6.79
41036.64,-7.59
40988.28,-6.89
40933.57,-8.29
40882.8,-7.19
40828.71,-8.19
40774.01,-8.29
40720.94,-8.09
40670.9,-7.09
40621.89,-6.99
40572.62,-7.29
40523.64,-6.99
40474.54,-7.09
40425.42,-7.29
40377.23,-6.79
40330.07,-7.09
40288.73,-4.99
40244.67,-5.89
40198.59,-6.79
40155.59,-5.49
40113,-5.59
40070.61,-5.89
40028.13,-5.19
39983.01,-6.59
39937.98,-6.19
39894.93,-5.89
39853.3,-5.39
39811.84,-5.49
39770.06,-5.49
39727.55,-5.69
39683.96,-6.09
39641.65,-5.59
39599.72,-5.39
39557.07,-6.29
39514.19,-4.89
39470.16,-6.69
39424.8,-6.29
39381.23,-6.19
39342.2,-4.59
39300.89,-4.99
39255.55,-6.89
39210.05,-6.29
39166.6,-6.19
39126.34,-5.19
39090.09,-3.69
39052.15,-4.29
39013.54,-5.49
38974.4,-4.19
38934.78,-5.29
38894.37,-5.19
38853.3,-5.09
38810.27,-6.19
38765.19,-5.89
38719.43,-7.19
38673.77,-5.89
38628.04,-6.99
38583.58,-5.89
38537.04,-6.89
38494.13,-5.69
38446.93,-6.99
38399.3,-6.89
38352.83,-6.99
38309.07,-5.69
38264.41,-6.09
38216.42,-7.19
38165.76,-7.59
38114.12,-7.89
38063.5,-7.69
38014.64,-6.99
37965.91,-7.09
37917.01,-7.49
37868.92,-6.79
37820.84,-7.09
37772.2,-7.29
37723.95,-7.09
37676.48,-6.89
37628.89,-6.89
37579.68,-7.39
37529.24,-7.59
37477.84,-7.69
37426.02,-8.09
37376.93,-7.09
37328.79,-7.09
37280.87,-7.09
37232.45,-6.99
37180.07,-8.29
37130.3,-7.19
37080.23,-7.69
37032.57,-6.89
36986.41,-6.69
36939.64,-6.89
36888.76,-7.69
36838.64,-7.59
36795.52,-5.89
36748.11,-7.09
36699.5,-7.29
36651.59,-7.19
36606.04,-6.59
36561.3,-6.09
36514.93,-6.79
36467.18,-7.49
36420.93,-6.69
36376.37,-6.09
36330.64,-6.69
36283.04,-7.09
36234.43,-7.39
36189.26,-6.39
36144.25,-6.39
36095.44,-7.49
36049.01,-6.69
36002.27,-6.79
35954.86,-7.39
35907.99,-6.39
35860,-7.59
35811.72,-7.09
35762.61,-7.19
35710.49,-8.09
35656.56,-8.59
35603.74,-7.99
35551.7,-8.19
35500.9,-7.59
35448.29,-8.19
35393.79,-8.59
35339.03,-8.59
35284.29,-8.59
35229.53,-8.59
35175.57,-8.59
35124.73,-7.79
35075.31,-7.09
35024.68,-8.29
34976.94,-6.79
34929.71,-7.09
34881.87,-7.19
34833.13,-7.49
34785.54,-7.09
34737.43,-7.29
34692.54,-6.49
34646.59,-6.79
34599.98,-7.09
34554.36,-6.59
34508.07,-6.99
34461.01,-7.09
34412.82,-7.19
34362.51,-7.79
34311.02,-8.29
34259.89,-7.59
34207.13,-8.29
34152.14,-8.89
34098.4,-8.29
34044.5,-8.49
33989.1,-8.79
33937.04,-8.19
33889.63,-7.09
33842.91,-6.99
33791.95,-7.99
33745.71,-6.79
33697.78,-7.39
33649.7,-7.19
33600.17,-7.79
33551.44,-7.29
33502.38,-7.69
33455.36,-7.39
33410.66,-5.89
33366.41,-7.09
33321.15,-6.09
33273.59,-7.49
33223.99,-7.89
33176.31,-7.29
33130.07,-6.49
33078.15,-8.19
33022.34,-9.39
32968.91,-7.89
32915.58,-8.89
32863.55,-7.89
32812.5,-8.09
32761.08,-7.89
32707.82,-8.39
32652.54,-8.99
32598.71,-8.49
32545.79,-8.29
32490.28,-8.89
32437.02,-8.49
32388.08,-7.49
32338.36,-7.79
32289.05,-7.69
32244.26,-6.59
32194.54,-7.89
32144.31,-7.89
32094.1,-7.89
32043.89,-7.89
31993.59,-7.89
31941.53,-8.29
31889.8,-8.19
31838.14,-8.19
31787.19,-7.99
31738.08,-7.59
31683.65,-8.89
31635.04,-7.29
31583.81,-8.19
31531.41,-8.19
31477.49,-8.99
31427.01,-7.39
31373.95,-8.79
31320.94,-8.39
31267.78,-8.39
31214.63,-8.79
31164.15,-7.89
31116.73,-7.29
31070.55,-6.79
31023.83,-7.29
30976.38,-7.39
30928.98,-7.29
30881.12,-7.39
30831.27,-7.89
30780.35,-8.39
30734.07,-6.89
30690.21,-6.49
30642.05,-7.59
30598.31,-6.39
30552.36,-7.19
30506.05,-7.09
30458.95,-7.19
30411.11,-7.69
30363.06,-7.29
30314.85,-7.79
30266.02,-7.29
30216.07,-8.19
30165.61,-7.89
30114.65,-8.09
30063.33,-8.39
30013.43,-7.79
29964.86,-7.59
29916.42,-7.59
29868.77,-7.69
29822.45,-6.79
29775.6,-7.19
29726.57,-7.89
29676.76,-7.69
29624.32,-8.39
29570.09,-8.89
29517.21,-8.39
29464.33,-8.09
29409.14,-9.19
29354.92,-8.79
29304.43,-7.79
29254.96,-7.29
29204.08,-8.39
29153.47,-7.89
29105.24,-7.59
29059.07,-6.69
29012.3,-6.79
28960.6,-8.09
28905.52,-9.49
28853.61,-7.59
28802.66,-7.99
28753.49,-8.19
28707.29,-5.89
28659.43,-7.79
28610.96,-7.19
28560.96,-7.69
28508.58,-8.19
28453.35,-8.89
28398.46,-8.59
28343.76,-8.69
28288.81,-8.49
28232.96,-9.09
28177.9,-8.69
28124.51,-8.39
28071.32,-7.99
28015.52,-9.09
27958.39,-9.09
27902.21,-8.89
27847.86,-8.49
27794.73,-8.29
27738.95,-8.89
27687.13,-7.99
27630.88,-8.89
27573.59,-9.29
27519.57,-8.09
27464.21,-8.89
27409.45,-8.79
27355.73,-7.89
27300.43,-9.09
27246.1,-8.49
27192.38,-7.89
27136.39,-9.39
27080.78,-8.49
27024.55,-8.99
26967.71,-9.09
26914.15,-8.19
26860.13,-8.49
26805.4,-8.59
26749.79,-8.79
26694.14,-8.79
26639.38,-8.49
