Year(BP),Temperature Anomoly
209894,-1.59
209801.3,-2.39
209708.4,-2.29
209616.1,-2.29
209526.9,-1.79
209436,-2.09
209344.5,-2.09
209250.8,-2.49
209160.2,-1.89
209069.9,-1.99
208983,-1.49
208887.9,-2.59
208793.2,-2.39
208695.3,-2.89
208598.5,-2.69
208502.8,-2.59
208407.7,-2.59
208311.2,-2.59
208209.7,-3.39
208114.6,-2.39
208017.1,-2.89
207920.9,-2.69
207829.8,-2.09
207737.3,-2.29
207640.9,-2.79
207542.8,-2.89
207443.5,-2.99
207343.1,-3.19
207243.9,-3.09
207147.7,-2.69
207051,-2.69
206949.5,-3.59
206854.7,-2.29
206756.4,-3.09
206657.2,-3.09
206558.2,-2.99
206457.7,-3.29
206358.4,-2.99
206253.8,-3.59
206144.6,-4.19
206040.4,-3.59
205940.5,-2.99
205833.2,-3.99
205725.1,-3.99
205619.1,-3.69
205506.4,-4.39
205390.9,-4.79
205283.3,-3.79
205174.1,-4.09
205061.4,-4.39
204950.2,-4.39
204843,-3.69
204726.7,-4.89
204620.2,-3.79
204508.9,-4.29
204395.9,-4.49
204285.8,-4.29
204185.2,-3.19
204080.6,-3.69
203974,-3.89
203873.7,-3.29
203777.7,-2.79
203677.5,-3.29
203577.4,-3.29
203475.5,-3.49
203382.5,-2.49
203287.5,-2.79
203194.5,-2.49
203102.2,-2.49
203013.6,-2.09
202930.9,-1.29
202848.1,-1.39
202764.2,-1.39
202674.8,-2.19
202581.1,-2.69
202499.5,-0.99
202413.8,-1.89
202327.3,-1.79
202241.8,-1.69
202156.4,-1.79
202073.7,-1.29
201986.8,-1.89
201898.8,-2.09
201810.1,-2.09
201720.8,-2.19
201632.6,-2.09
201550.2,-1.19
201465,-1.89
201381.4,-1.49
201300.1,-1.29
201220.1,-0.99
201131.3,-2.29
201042.6,-2.19
200956.4,-1.89
200871.1,-1.79
200783.9,-2.09
200699.3,-1.59
200613.2,-1.99
200527.6,-1.79
200442.3,-1.79
200354.7,-2.09
200265,-2.49
200179.3,-1.89
200102,-0.69
200021.4,-1.29
199932.6,-2.29
199843.6,-2.19
199750.4,-2.99
199661.9,-2.19
199577.3,-1.79
199488.7,-2.29
199398.8,-2.49
199308.2,-2.49
199216.6,-2.69
199127.5,-2.39
199041.2,-1.89
198946.4,-3.19
198850.6,-3.19
198756.1,-2.99
198662.9,-2.79
198566.5,-3.29
198468.1,-3.49
198368.8,-3.59
198267.2,-3.79
198161.9,-4.19
198056.2,-4.39
197959,-3.09
197855,-4.29
197752.3,-3.79
197645.9,-4.49
197546.3,-3.39
197439.6,-4.49
197331.7,-4.49
197221.9,-4.69
197121.5,-3.79
197026.7,-3.19
196914.6,-4.89
196805.3,-4.59
196694.4,-4.89
196586.8,-4.39
196475.7,-4.89
196351.4,-6.09
196235.3,-5.19
196117.2,-5.49
195996.7,-5.69
195876.2,-5.69
195749.8,-6.29
195631,-5.39
195499.8,-6.69
195378.4,-5.69
195249.8,-6.39
195125.9,-5.99
195000.2,-6.19
194876,-5.99
194742.2,-6.89
194618.6,-5.99
194507.2,-4.79
194391.2,-5.39
194273.1,-5.59
194150.6,-5.99
194034,-5.39
193914.1,-5.89
193810.3,-4.19
193708.4,-4.09
193605.1,-4.29
193503.6,-3.89
193394.7,-4.89
193284.2,-4.79
193160,-6.29
193040.6,-5.59
192916,-6.29
192792.1,-6.09
192663.2,-6.59
192535,-6.49
192408.1,-6.29
192270.3,-7.39
192142.2,-6.39
192004.9,-7.29
191867.6,-7.29
191742,-6.29
191620.4,-5.99
191502.3,-5.59
191373.9,-6.69
191253.5,-5.89
191134.9,-5.79
191018.9,-5.49
190898.3,-5.99
190777.7,-5.99
190664,-5.39
190551.5,-5.39
190443.2,-4.69
190325.6,-5.89
190209.2,-5.69
190095.5,-5.29
189978.2,-5.79
189871.1,-4.79
189762.9,-4.89
189655,-4.89
189549.2,-4.89
189455.3,-3.19
189362.2,-3.49
189272.3,-2.99
189177.9,-3.59
189077.4,-4.19
188976.2,-4.29
188867.7,-5.09
188761.3,-4.79
188654.6,-4.79
188538.8,-5.79
188421.7,-5.79
188303.3,-5.99
188182.5,-6.19
188066.9,-5.69
187944,-6.49
187828.9,-5.59
187700.8,-6.79
187571.4,-6.99
187441.2,-6.99
187310.1,-7.09
187174.3,-7.49
187039.5,-7.39
186902.6,-7.59
186765.7,-7.69
186639.6,-6.69
186510.1,-6.99
186375.2,-7.49
186235.6,-7.79
186090.8,-8.29
185953.7,-7.59
185813.1,-7.89
185670,-8.09
185535.4,-7.49
185399.2,-7.69
185265.1,-7.39
185125.4,-7.89
184980.5,-8.29
184842,-7.89
184710.1,-7.19
184571.9,-7.89
184437.2,-7.59
184302.1,-7.59
184169.3,-7.39
184031.3,-7.89
183901.2,-7.29
183775,-6.89
183633.1,-8.19
183494.8,-7.89
183361.1,-7.49
183227.4,-7.59
183085.9,-8.19
182957.9,-7.19
182837.7,-6.29
182702.8,-7.79
182564.8,-7.99
182434.6,-7.29
182303.3,-7.49
182175.3,-7.19
182041.6,-7.69
181907.9,-7.69
181775.2,-7.59
181648,-7.29
181528.4,-6.49
181398.8,-7.39
181268.2,-7.59
181151.8,-6.09
181026.3,-7.19
180891.7,-7.79
180760.4,-7.59
180633.9,-7.09
180506.8,-7.29
180382.6,-6.99
180265.1,-6.39
180152.3,-5.99
180040.8,-5.89
179929.3,-5.99
179828,-4.89
179719.7,-5.69
179613,-5.49
179508.7,-5.29
179408,-4.79
179306.3,-5.19
179209.7,-4.39
179111.6,-4.69
179010.2,-4.79
178893.3,-6.79
178785.2,-5.59
178681.7,-5.19
178572.8,-5.79
178469,-5.29
178368.5,-4.89
178260.4,-5.79
178149,-5.89
178027.2,-7.09
177908.3,-6.69
177783.5,-7.29
177651.6,-7.89
177521.5,-7.69
177393.6,-7.49
177264.4,-7.59
177128.5,-8.19
176996.6,-7.89
176865.4,-7.89
176742.7,-7.09
176622.5,-6.89
176506.4,-6.59
176391,-6.49
176267.1,-7.39
176148.7,-6.89
176034.6,-6.39
175915.5,-6.99
175799.8,-6.59
175680.8,-6.99
175560.3,-7.09
175439.4,-7.09
175319.8,-6.99
175199.2,-7.09
175076.4,-7.29
174949.3,-7.69
174827.3,-7.19
174705,-7.29
174589.2,-6.59
174469.5,-7.09
174356,-6.39
174233.6,-7.39
174118.8,-6.59
174005.6,-6.39
173888.1,-6.99
173775.5,-6.39
173670.5,-5.69
173563.3,-6.09
173463.7,-5.09
173360.7,-5.79
173264.1,-4.79
173167.4,-4.89
173065.1,-5.69
172967,-4.99
172864.9,-5.59
172760.1,-5.79
172648.6,-6.39
172528.8,-7.29
172409.2,-7.09
172287.4,-7.39
172166.2,-7.39
172049.3,-6.89
171931.5,-7.09
171818.1,-6.69
171705.1,-6.59
171590.7,-6.79
171472.6,-7.09
171355.5,-7.09
171241.5,-6.69
171124.5,-6.99
171022.6,-5.59
170919.8,-5.69
170808.4,-6.59
170696,-6.59
170585,-6.59
170480.9,-5.79
170380.1,-5.49
170278.7,-5.59
170178.3,-5.49
170071,-6.19
169958.9,-6.79
169855.8,-5.69
169755.1,-5.49
169652.2,-5.79
169547.9,-6.09
169452.2,-4.89
169355.6,-5.09
169254,-5.79
169154,-5.39
169047.8,-6.19
168938.3,-6.49
168823.6,-6.99
168718.9,-5.99
168617.3,-5.59
168507.2,-6.59
168396.6,-6.59
168285.7,-6.69
168176.8,-6.39
168059,-7.29
167939.6,-7.39
167818.3,-7.59
167706,-6.69
167590.1,-7.19
167476.8,-6.89
167348.8,-8.29
167232.3,-6.99
167115.3,-7.19
166995.9,-7.39
166873.3,-7.79
166756.8,-7.19
166643.4,-6.79
166522.5,-7.69
166401.1,-7.59
166273.7,-8.19
166156,-7.29
166035.8,-7.59
165913.1,-7.79
165791.9,-7.69
165673.1,-7.39
165545.6,-8.19
165414.8,-8.49
165289.8,-7.99
165167.8,-7.69
165051,-7.39
164944.5,-6.19
164836.7,-6.39
164718.7,-7.49
164606.2,-6.99
164500.9,-6.09
164394.6,-6.49
164292.1,-5.89
164190.6,-5.89
164088.4,-5.99
163986.1,-5.99
163882.6,-6.09
163779.9,-6.09
163686.7,-4.89
163585.8,-5.99
163488.3,-5.49
163388.2,-5.79
163287,-5.89
163183.7,-6.19
163086.3,-5.19
162971,-7.49
162871.8,-5.69
162767.1,-6.19
162651.1,-7.49
162536.1,-7.19
162415.5,-7.89
162301.9,-6.99
162184.4,-7.59
162070.8,-7.09
161958.1,-7.09
161845.3,-7.19
161739.4,-6.29
161632.1,-6.59
161523.2,-6.69
161407,-7.59
161303.8,-5.99
161199.2,-6.39
161094,-6.49
160991.6,-6.09
160887,-6.39
160783.1,-6.29
160684.1,-5.69
160581.2,-6.29
160491.4,-4.59
160393.7,-5.89
160297.9,-5.49
160203.3,-5.29
160103.8,-5.99
160005.7,-5.69
159904.8,-5.99
159798.4,-6.59
159687.8,-7.19
159586.8,-5.89
159482.5,-6.49
159382.4,-5.99
159280.5,-6.09
159159.4,-8.09
159043,-7.49
158927.6,-7.49
158812.3,-7.49
158697.8,-7.29
158575.3,-8.19
158448.5,-8.59
158330.3,-7.69
158211.8,-7.79
158094.3,-7.69
157978.2,-7.59
157850.6,-8.59
157729.3,-7.99
157609.8,-7.79
157479.2,-8.89
157345.7,-9.09
157214.4,-8.89
157093.6,-7.99
156977.1,-7.59
156863.8,-7.39
156749.6,-7.39
156627.6,-8.29
156512.7,-7.49
156397.9,-7.49
156279.2,-7.89
156158.6,-8.09
156041.2,-7.69
155921.2,-7.99
155799,-8.29
155683,-7.59
155569.9,-7.39
155459.6,-7.19
155349.7,-6.99
155231.5,-7.99
155111.9,-8.09
154999.7,-7.39
154891.7,-6.99
154785.6,-6.79
154679,-6.89
154571.9,-6.89
154458,-7.59
154349.1,-7.09
154242.5,-6.89
154137.3,-6.89
154042,-5.39
153935.5,-7.09
153833.5,-6.39
153736.2,-5.89
153635.1,-6.39
153531.6,-6.69
153429.9,-6.39
153326.7,-6.59
153220.3,-6.89
153115.1,-6.79
153010.5,-6.79
152906.8,-6.59
152803.1,-6.69
152700.9,-6.59
152601.8,-5.99
152496.3,-7.09
152396.5,-6.19
152295.5,-6.39
152191.7,-6.79
152088.6,-6.69
151987.5,-6.39
151886.1,-6.49
151786.2,-6.29
151684.7,-6.59
151583.2,-6.59
151486,-5.99
151388.4,-6.19
151292.6,-5.89
151196.7,-5.99
151100.4,-5.99
151003.4,-6.19
150906.8,-5.89
150804.8,-6.89
150707.5,-5.89
150604.2,-6.89
150499.1,-6.89
150389.5,-7.49
150282.5,-7.09
150173.9,-7.29
150067.2,-7.19
149964.4,-6.69
149856.3,-7.29
149747.5,-7.39
149640.7,-7.19
149536.6,-6.99
149439,-6.19
149339.3,-6.39
149233.5,-7.19
149134.6,-6.39
149035.7,-6.39
148930.5,-7.09
148817.7,-7.79
148707.2,-7.49
148593.8,-7.89
148480.9,-7.79
148370,-7.59
148263.4,-7.29
148162.7,-6.49
148060,-6.89
147958.3,-6.69
147854.7,-7.29
147766.6,-4.69
147662.9,-7.19
147558.5,-6.99
147451.2,-7.29
147342.8,-7.49
147238.2,-7.09
147138.4,-6.39
147027.2,-7.79
146910,-8.29
146797.8,-7.79
146689,-7.39
146575.6,-7.99
146472.7,-6.89
146368.2,-7.09
146261.9,-7.19
146150.5,-7.99
146046.4,-6.89
145940.6,-7.29
145833.1,-7.49
145730.2,-6.89
145622.5,-7.49
145515.9,-7.29
145410.6,-7.29
145310.1,-6.59
145206.1,-7.09
145094.9,-7.89
144981.2,-8.09
144874.4,-7.29
144760.8,-8.09
144653.6,-7.49
144554.1,-6.49
144450.7,-6.99
144338.7,-7.99
144227.4,-7.79
144116.1,-7.89
144011.5,-7.19
143911.6,-6.69
143807.5,-7.29
143703.1,-7.09
143594.6,-7.69
143485.7,-7.59
143370.9,-8.29
143261.1,-7.79
143155.5,-7.39
143054,-6.79
142948.6,-7.49
142846.7,-6.89
142743.6,-6.99
142629.7,-8.29
142519.9,-7.79
142414.1,-7.39
142304.7,-7.79
142195.1,-7.69
142082.1,-8.19
141969.2,-8.09
141857.9,-7.99
141749.2,-7.69
141638.3,-7.99
141534.3,-7.19
141428.8,-7.39
141316.5,-8.09
141204.9,-8.19
141101.4,-6.99
140991.1,-8.09
140884.6,-7.49
140772.8,-8.09
140663.9,-7.79
140557.6,-7.49
140451.5,-7.49
140343.6,-7.69
140233.7,-7.89
140123.9,-7.89
140012.5,-7.99
139898.7,-8.39
139790.4,-7.69
139685.8,-7.39
139577.9,-7.79
139478.5,-6.89
139373.7,-7.49
139269.4,-7.49
139168.9,-6.99
139066.6,-7.29
138967.2,-6.89
138865.7,-7.19
138761.6,-7.59
138663.7,-6.69
138563.4,-7.09
138462.9,-7.09
138362,-7.19
138267.1,-6.39
138172.9,-6.39
138067.5,-7.69
137964.2,-7.39
137863.4,-7.09
137760.9,-7.49
137664.7,-6.49
137559.4,-7.69
137453.6,-7.69
137350.6,-7.39
137251.8,-6.89
137151.1,-7.39
137058,-6.39
136970.7,-5.59
136877.6,-6.39
136779.6,-6.99
136690.1,-5.79
136592.1,-7.09
136495.4,-6.79
136399.6,-6.69
136303.9,-6.69
136209.5,-6.59
136120,-5.99
136031.5,-5.89
135944.3,-5.89
135861,-5.29
135779.6,-5.09
135697.3,-5.29
135618,-4.79
135539.1,-4.79
135460,-4.89
135383.2,-4.49
135306.6,-4.49
135229.7,-4.59
135157.8,-3.69
135081.2,-4.69
135007.3,-4.19
134935.1,-3.89
134863.5,-3.99
134796.5,-2.69
134723.5,-4.29
134652.4,-3.79
134583.3,-3.49
134519,-2.69
134456.7,-2.39
134392.5,-2.59
134323.2,-3.69
134254.3,-3.79
134191.6,-2.29
134131,-2.09
134064.5,-3.19
133997.4,-3.39
133933.3,-2.59
133869.3,-2.79
133807.5,-2.39
133746,-2.59
133686.2,-1.79
133623.5,-2.69
133563.7,-2.29
133507.5,-1.19
133451.5,-1.59
133395.5,-1.39
133339.8,-1.49
133285.4,-1.19
133233.8,-0.49
133181.7,-0.79
133129.6,-0.69
133072.3,-1.79
133014.7,-1.99
132962.1,-0.49
132909.4,-0.99
132856.7,-0.89
132804.6,-0.69
132753.1,-0.79
132702.8,-0.29
132653.6,-0.29
132604.7,0.11
132554.6,-0.39
132504.6,-0.89
132457.5,0.71
132412.9,0.51
132370,1.51
132326.1,0.81
132283.2,1.21
132238.7,0.81
132193.6,0.41
132150.1,1.11
132107.7,1.51
132065.1,1.11
132022.3,1.21
131980.1,1.31
131936.7,1.11
131892.7,0.51
131850.4,1.61
131809.3,1.51
131768.5,1.71
131727.9,1.71
131687.1,1.51
131647.6,2.01
131609.4,2.21
131571.9,2.81
131532,1.81
131493,1.41
131455.8,3.81
131419.4,2.31
131381.5,2.31
131346.5,3.31
131311,3.21
131274.5,2.51
131238.9,2.81
131203.9,3.91
131168.5,2.71
131130.6,2.11
131097,3.91
131063,3.41
131027.5,2.81
130993.4,3.31
130959.8,3.91
130926.6,3.61
130892.9,3.41
130860.1,3.81
130828,4.21
130791.8,2.91
130756.1,2.41
130721.2,3.51
130688.5,3.81
130655.8,3.91
130623.1,3.81
130590.5,3.71
130557.7,4.21
130524.8,3.51
130493.1,3.91
130460.9,4.81
130428,3.31
130393.5,3.41
130360.7,3.01
130329.5,4.91
130298,4.11
130266.4,4.21
130235,4.41
130202.2,3.51
130169.2,3.71
130137.4,4.21
130105.2,4.01
130072.6,3.81
130038.3,3.01
130005.8,4.21
129974.1,4.11
129941,3.51
129909.5,4.11
129879.3,4.91
129847.9,4.61
129816.6,3.61
129785.6,4.21
129754.9,5.71
129724.4,3.51
129693.3,4.11
129663.2,4.91
129634.1,5.01
129603.5,4.91
129572.6,3.71
129543.1,4.91
129513.1,5.01
129482.6,4.21
129452.3,4.71
129421.7,4.41
129389.3,4.21
129356.9,2.81
129324.4,4.61
129290.7,3.31
129257.2,3.41
129223.9,3.61
129192.1,4.01
129159.8,4.21
129127,3.51
129095.2,3.81
129063.1,4.41
129030.6,3.61
128998.2,3.41
128965.2,4.51
128931.2,2.91
128895.5,3.31
128859.3,1.91
128822.6,3.01
128785,2.11
128749.1,3.01
128713.2,2.81
128676.6,2.51
128642.3,3.41
128606.4,3.01
128569,2.11
128530,1.91
128491.1,1.71
128454.1,2.91
128417.6,2.61
128380.1,2.21
128341.7,2.11
128303.7,1.91
128266.8,2.61
128231.8,3.21
128195.2,2.81
128158.9,2.11
128122.9,3.11
128086.6,2.51
128050.5,3.21
128013.7,2.21
127975.5,2.11
127938.5,2.51
127900.1,2.31
127860.8,1.41
127820.9,1.81
127781,1.71
127739,1.11
127696.2,1.21
127651.8,0.41
127607,0.21
127562.8,1.01
127519.1,0.31
127479.3,2.01
127439.4,2.01
127396.9,0.81
127354.8,0.71
127313.4,2.01
127271.6,0.71
127232.5,2.11
127190.2,1.01
127147.7,0.91
127106.7,1.31
127065.4,2.01
127020.9,0.11
126975.9,0.41
126934.8,1.51
126892.7,0.91
126850.9,1.31
126809.2,1.21
126767.1,1.11
126724.9,1.01
126686,2.01
126646.6,1.91
126606.8,1.51
126566.1,1.71
126523.8,0.81
126482.3,1.31
126442.2,1.61
126401.8,1.81
126360.2,1.11
126317.9,0.71
126277.9,1.91
126234.1,0.61
126192.2,0.91
126152,2.01
126113.1,1.41
126075.2,2.51
126036.2,1.91
125994.9,1.51
125951.5,0.41
125908.8,0.61
125868.5,1.91
125828.8,1.61
125785.2,0.61
125743.7,1.31
125704,1.21
125665.6,2.71
125627.6,1.91
125589.6,2.21
125552.6,1.71
125516.6,3.41
125481.3,2.71
125445.5,2.21
125409.7,3.61
125373.6,2.11
125336,2.21
125296.7,2.21
125255.6,0.51
125214.7,1.31
125176.2,2.21
125137.3,1.81
125100,2.01
125062.1,2.81
125023.2,1.21
124984.7,2.01
124947,2.01
124909.5,2.41
124871.4,2.11
124830,1.01
124789.9,1.21
124751.3,2.71
124712.6,1.21
124672.7,1.91
124630.6,0.81
124592,2.21
124551.6,1.01
124511.5,1.41
124472.8,2.01
124434.4,2.11
124391.5,0.21
124351.1,2.01
124311.8,1.31
124272.5,1.81
124233.8,1.81
124194.6,2.11
124154.7,0.71
124115.5,2.01
124078.5,2.41
124040.5,2.21
124001.2,1.31
123961.9,1.71
123923.2,1.91
123884.1,1.71
123844.1,1.41
123804.2,1.41
123764.3,1.61
123724,1.31
123682.2,0.91
123642.6,1.31
123603.9,2.31
123565.4,1.41
123526.8,1.91
123487.5,1.71
123446.2,1.01
123404.8,0.91
123363.3,1.31
123321.5,0.71
123280.1,1.11
123237.4,0.91
123193.5,0.11
123152.1,1.11
123112.2,1.81
123072.3,1.31
123031.5,1.11
122991.7,1.31
122953.2,2.01
122913.9,1.81
122872.5,0.61
122832.1,1.31
122794.9,2.51
122757,1.51
122718.1,1.91
122678,1.21
122636.6,1.01
122595.5,1.21
122554.3,1.01
122512.7,1.01
122471.6,0.81
122433.3,2.11
122391.2,0.71
122350.5,0.81
122311.2,2.11
122272.3,1.51
122231.9,1.21
122190.9,1.01
122150,1.21
122109.4,0.91
122068.7,1.51
122027,0.71
121984.4,0.61
121942.3,0.91
121899.3,0.61
121856,0.31
121813.2,0.61
121771.5,1.01
121729.5,0.71
121686.3,0.41
121644.9,1.11
121603.8,0.81
121563.4,1.11
121523.2,1.51
121479.7,0.21
121439.7,1.61
121397.1,0.21
121354.1,0.71
121310.4,0.41
121265.2,-0.29
121220.5,0.11
121178,0.71
121134.2,0.31
121091.9,0.41
121051.6,1.71
121010.8,0.91
120967.8,0.51
120923.4,-0.09
120881.9,1.01
120838.7,0.31
120795.8,0.91
120750.4,-0.29
120704.3,-0.69
120659.4,0.51
120614.8,-0.09
120569.8,-0.09
120526,0.31
120480.5,-0.19
120435.6,-0.09
120391.6,0.21
120348.9,0.21
120306.4,1.21
120263.8,-0.19
120221.2,1.01
120177.3,0.01
120132.2,-0.09
120085.5,-0.59
120041.4,0.41
119995.2,-0.39
119947.9,-0.69
119901.1,-0.59
119854.4,-0.19
119808.3,-0.79
119763.6,0.31
119719.9,0.11
119675.3,0.11
119626.6,-0.99
119579.1,-0.69
119533.7,-0.09
119484.3,-1.19
119439.1,-0.29
119396.8,0.81
119355.4,0.41
119312.4,1.01
119265.7,-0.99
119217,-1.19
119170.4,-0.19
119123.7,-0.69
119079.2,0.11
119031.4,-0.79
118983.7,-0.79
118939,0.11
118892.3,-0.69
118845.2,-0.69
118798,-0.49
118749.8,-1.09
118702.3,-0.99
118656.4,0.01
118610.1,-0.59
118562.6,-0.89
118515,-0.79
118467.8,-0.89
118421,-0.29
118370.1,-1.89
118320.4,-1.29
118272.7,-0.69
118224.4,-1.09
118177.4,-0.59
118124.8,-1.99
118073.9,-1.59
118025.8,-0.79
117975.5,-1.49
117923.8,-1.69
117871.8,-1.89
117821.9,-1.29
117771.7,-1.49
117722,-1.29
117672.2,-1.49
117623.2,-0.99
117570.6,-1.79
117513.4,-3.29
117459.7,-1.99
117407,-1.59
117352.5,-2.79
117299.3,-1.79
117246.1,-1.89
117190.8,-2.79
117138.9,-1.59
117086.7,-1.79
117030.3,-2.79
116975.4,-2.49
116923.4,-1.79
116870.3,-2.09
116815.8,-2.39
116760.9,-2.49
116706.1,-2.29
116651.8,-2.79
116599.8,-1.39
116547.1,-2.29
116493.4,-2.09
116438.7,-2.79
116388.7,-1.09
116334.5,-2.59
116280.5,-2.29
116223.3,-2.99
116168.2,-2.59
116115.9,-1.99
116063.7,-1.69
116008.3,-2.89
115951.3,-2.79
115892.4,-3.39
115832.9,-3.39
115775,-3.19
115721.5,-2.09
115664.9,-2.99
115607.2,-3.19
115549.5,-2.99
115492.4,-3.19
115438.7,-2.09
115382.7,-2.89
115326.3,-2.89
115268.9,-3.09
115211.3,-3.19
115154.5,-2.89
115097.2,-3.09
115038,-3.29
114972.7,-4.69
114912.4,-3.39
114850.8,-3.69
114785.7,-4.59
114721.6,-4.29
114661,-3.49
114599.9,-3.89
114539.8,-3.59
114481.9,-3.19
114414.3,-4.99
114350.8,-3.99
114288.2,-3.99
114223.6,-4.39
114157.9,-4.59
114092,-4.69
114028.1,-4.29
113967.5,-3.69
113905.2,-3.89
113839.8,-4.79
113777,-3.99
113711.2,-4.49
113641.3,-5.49
113573.2,-4.99
113508.5,-4.49
113443.7,-4.29
113373.9,-5.49
113305.1,-5.19
113238.7,-4.59
113171.1,-4.99
113102.8,-5.09
113033.6,-5.29
112965.5,-5.19
112901,-4.19
112834.4,-4.99
112766.5,-5.19
112700.6,-4.49
112630.9,-5.49
112562.1,-5.49
112499.2,-3.89
112434.9,-4.69
112369.1,-4.69
112301.8,-5.19
112236.4,-4.59
112172.1,-4.49
112106.2,-4.99
112041.5,-4.49
111974.4,-5.09
111906.3,-5.29
111839.6,-4.89
111773.4,-4.89
111708.8,-4.79
111645.8,-4.09
111578.8,-5.19
111509.7,-5.29
111437.6,-6.09
111371.5,-4.99
111309.7,-3.89
111242.3,-5.29
111169.8,-6.19
111104.3,-4.59
111038.5,-4.99
110971.2,-5.19
110904.1,-5.19
110836.8,-5.19
110767.2,-5.39
110692.9,-6.59
110625.6,-4.99
110555.8,-5.59
110485.3,-5.79
110416.7,-5.39
110344.6,-5.79
110265.6,-7.29
110192.4,-5.99
110120,-5.89
110044.3,-6.69
109972.2,-5.89
109898.4,-6.39
109825.8,-5.99
109751.7,-6.39
109680.2,-5.79
109602.2,-6.99
109527.4,-6.29
109454.2,-6.29
109382.6,-5.99
109312.3,-5.79
109241.8,-5.89
109171.8,-5.79
109102.8,-5.59
109034.1,-5.69
108969.6,-4.99
108905,-4.99
108841.2,-4.99
108780.4,-4.29
108717.1,-4.89
108655,-4.39
108591.1,-5.19
108530.6,-4.29
108469.7,-4.39
108408.1,-4.69
108348.3,-4.39
108291,-3.69
108232.5,-4.19
108177.6,-3.39
108119.8,-3.99
108060.6,-4.19
108001.4,-4.49
107945.6,-3.49
107893.1,-3.09
107842.9,-2.39
107791.7,-2.89
107740.4,-2.69
107687.4,-3.29
107634.9,-2.99
107580.4,-3.49
107526.9,-3.29
107473.1,-3.29
107416.7,-3.89
107360.7,-3.79
107305.2,-3.49
107248.5,-4.19
107192.9,-3.79
107139.7,-2.89
107080.6,-4.59
107021,-4.49
106961,-4.59
106901.6,-4.49
106843.4,-4.19
106786.1,-4.09
106729.5,-3.99
106671.6,-4.19
106612.7,-4.49
106555,-4.09
106496.8,-4.19
106435.8,-4.89
106375,-4.79
106318.1,-4.19
106263.6,-3.29
106206.5,-4.29
106148.4,-4.39
106091.7,-3.89
106034.6,-4.19
105977.3,-4.19
105921.1,-3.89
105861.8,-4.49
105800.8,-4.99
105740.7,-4.59
105680.4,-4.79
105619.6,-4.79
105557.3,-5.19
105496.7,-4.89
105439.3,-3.89
105375.8,-5.39
105309.1,-5.99
105246.5,-4.89
105184.8,-4.99
105120.7,-5.49
105057.6,-4.99
104991.1,-6.09
104927.9,-5.09
104858,-6.49
104790.8,-5.69
104721.8,-6.19
104651.7,-6.59
104585.9,-5.49
104518.5,-5.99
104451.9,-6.19
104390.8,-4.49
104327.8,-5.39
104266.5,-4.99
104206,-5.19
104148.6,-3.99
104091,-4.49
104031.6,-4.79
103971.9,-4.79
103913.8,-4.69
103858.4,-3.49
103801.7,-4.69
103745.8,-3.99
103690.1,-4.09
103633.3,-4.39
103577.9,-4.09
103522.1,-3.99
103461.7,-5.39
103405.4,-4.09
103352.3,-3.49
103299.4,-3.59
103245.4,-3.79
103190.2,-4.19
103137.6,-3.49
103085.2,-3.59
103032.8,-3.59
102979,-3.89
102927.6,-3.29
102873.8,-3.89
102820.4,-3.69
102766.8,-4.09
102715.3,-3.09
102664.1,-3.69
102615.8,-2.69
102569.2,-1.99
102520.2,-3.29
102471.4,-2.79
102421.8,-2.99
102370.1,-3.59
102317.9,-3.49
102263.3,-4.09
102207.6,-4.39
102152.1,-4.09
102097.6,-4.39
102046.1,-3.09
101994.9,-3.49
101943.1,-3.49
101890.8,-3.69
101837.7,-3.79
101782.8,-4.19
101732.4,-3.19
101679.2,-3.89
101630,-2.99
101576.4,-3.99
101523.7,-3.69
101470.8,-3.99
101420.4,-3.09
101368.7,-3.59
101315.7,-4.09
101264.4,-3.29
101212.4,-3.49
101159,-4.29
101105.3,-3.49
101050,-4.79
100996.3,-3.79
100944,-3.79
100893.1,-3.39
100841.6,-3.39
100786.9,-4.39
100735.6,-3.39
100682.6,-3.89
100627.5,-4.29
100571.7,-4.49
100517.7,-3.89
100462.1,-4.39
100404.3,-4.79
100346.4,-5.09
100292.3,-3.89
100239.6,-3.89
100187.5,-3.59
100130.2,-4.89
100078,-3.69
100022.7,-4.49
99969.56,-3.79
99914.62,-4.39
99859.19,-4.59
99806.5,-4.09
99756.17,-2.89
99706,-3.89
99655.86,-2.99
99604.64,-3.79
99551.45,-3.89
99497.91,-4.59
99446.69,-2.89
99392.99,-4.69
99341.69,-3.39
99290.93,-3.69
99241.41,-3.09
99188.97,-3.99
99134.75,-4.29
99079.98,-4.39
99027.08,-3.99
98977.05,-3.39
98929.8,-2.69
98876.77,-4.09
98823.55,-3.99
98769.04,-4.69
98718.46,-3.09
98666.07,-4.09
98613.05,-4.29
98562.05,-3.39
98511.74,-3.59
98461.47,-3.49
98411.25,-3.59
98360.12,-3.49
98308.66,-4.39
98257.59,-2.79
98203.81,-4.99
98150.33,-3.89
98098.49,-3.99
98047.46,-3.49
97995.8,-3.99
97944.13,-3.49
97890,-4.69
97840.47,-3.09
97788.51,-3.99
97734.15,-4.39
97676.96,-5.09
97628.37,-2.89
97575.64,-4.09
97521.49,-4.49
97470.19,-3.89
97421.61,-2.99
97371.57,-3.59
97320.02,-4.09
97268.57,-3.39
97213.34,-5.09
97161.55,-3.99
