Age,Temperature
Deuterium,Temperature
,
,
,
,
,
,
,
,
,
,
,
,
-430.4,-7.00
-429.9,-6.92
-427.9,-6.59
-429.1,-6.79
-427.4,-6.51
-430.2,-6.97
-429.8,-6.90
-419.9,-5.27
-430.7,-7.05
-425.5,-6.19
-428.5,-6.69
-420.9,-5.44
-424.4,-6.01
-420.4,-5.35
-426,-6.28
-413.7,-4.25
-419.1,-5.14
-424.5,-6.03
-429.5,-6.86
-423.1,-5.80
-419.7,-5.24
-426.6,-6.38
-426.2,-6.31
-425,-6.12
-425.4,-6.18
-422.5,-5.70
-422.6,-5.72
-417.3,-4.85
-415.6,-4.57
-412.3,-4.03
-422.1,-5.64
-421.3,-5.51
-418.5,-5.05
-422.3,-5.68
-419.7,-5.25
-427.8,-6.58
-427.2,-6.49
-429.5,-6.86
-423.5,-5.88
-426.9,-6.44
-426.9,-6.44
-425.3,-6.17
-428.8,-6.75
-429.1,-6.80
-425.7,-6.24
-426.9,-6.44
-418,-4.97
-428.3,-6.67
-428.1,-6.64
-431.2,-7.15
-427.8,-6.59
-430.1,-6.97
-428.7,-6.73
-430.3,-7.00
-431.5,-7.20
-425.7,-6.24
-425.9,-6.27
-431.1,-7.13
-434.3,-7.66
-428.2,-6.65
-431.8,-7.25
-442.1,-8.94
-435.9,-7.92
-436.5,-8.02
-439.7,-8.55
-436,-7.94
-432.2,-7.31
-436.3,-7.99
-429.1,-6.80
-428.1,-6.63
-429.1,-6.80
-432.2,-7.31
-430.3,-7.00
-439.5,-8.51
-433.7,-7.56
-429.9,-6.93
-438.3,-8.32
-437.4,-8.17
-430.8,-7.08
-430.4,-7.01
-427.5,-6.54
-433.8,-7.57
-434.4,-7.67
-433.9,-7.59
-437.4,-8.17
-432,-7.28
-436.7,-8.05
-434.2,-7.64
-438.8,-8.39
-432.5,-7.36
-436.2,-7.96
-431.3,-7.16
-428.8,-6.75
-433.6,-7.54
-433.1,-7.45
-424.9,-6.10
-434.6,-7.70
-434.4,-7.67
-426.1,-6.30
-434.4,-7.67
-433.3,-7.49
-437.5,-8.18
-430.7,-7.06
-428.2,-6.64
-430.1,-6.96
-427.3,-6.50
-430.5,-7.02
-433.6,-7.53
-433.4,-7.50
-430.7,-7.06
-430.7,-7.05
-422.1,-5.64
-431.4,-7.17
-433,-7.43
-437.1,-8.11
-425.8,-6.25
-430.5,-7.02
-433.3,-7.48
-427.9,-6.59
-433.4,-7.50
-432.6,-7.37
-428.5,-6.69
-428.6,-6.71
-435.5,-7.84
-432.7,-7.38
-432.7,-7.38
-431.7,-7.22
-430.1,-6.95
-430.5,-7.02
-429,-6.77
-431.7,-7.21
-428,-6.61
-426.9,-6.42
-424.2,-5.98
-432.9,-7.41
-427.8,-6.57
-432.5,-7.35
-425,-6.11
-428.2,-6.64
-421.2,-5.49
-429.2,-6.81
-425.9,-6.26
-424.1,-5.97
-415.9,-4.62
-426.5,-6.36
-419.7,-5.24
-425.7,-6.23
-432,-7.27
-426.2,-6.32
-429.5,-6.86
-426.2,-6.32
-428.8,-6.75
-424.7,-6.07
-422.2,-5.66
-430.6,-7.04
-424.1,-5.97
-426.4,-6.35
-419.9,-5.28
-428.6,-6.72
-424.9,-6.11
-415.8,-4.61
-424.9,-6.11
-425.3,-6.18
-428,-6.62
-429.2,-6.82
-426.2,-6.33
-413.6,-4.25
-422.7,-5.75
-425.3,-6.18
-418.6,-5.08
-420.6,-5.41
-418.3,-5.03
-419.2,-5.18
-417.8,-4.95
-417.6,-4.92
-418,-4.99
-419.8,-5.29
-425.2,-6.18
-425.9,-6.30
-424.6,-6.08
-431.3,-7.19
-429.4,-6.87
-428.1,-6.66
-421.3,-5.54
-425.6,-6.25
-421.3,-5.54
-427.2,-6.52
-425.6,-6.25
-428.1,-6.67
-427.1,-6.50
-430,-6.98
-422,-5.66
-423.8,-5.96
-423,-5.83
-420.5,-5.42
-430.3,-7.04
-429.5,-6.90
-429.2,-6.86
-432.5,-7.40
-432.5,-7.40
-428.8,-6.79
-433.8,-7.62
-435.5,-7.90
-432.3,-7.37
-432.4,-7.39
-423.6,-5.94
-427.6,-6.60
-428.6,-6.76
-424.8,-6.14
-422.7,-5.79
-429.6,-6.93
-428.9,-6.82
-424.2,-6.04
-430.3,-7.05
-429.1,-6.85
-426,-6.34
-427.5,-6.59
-434.9,-7.81
-428.7,-6.79
-428.6,-6.77
-428.8,-6.81
-431.1,-7.19
-432.2,-7.37
-435.5,-7.91
-438,-8.33
-431.9,-7.32
-432.1,-7.35
-436.8,-8.13
-438.3,-8.38
-428.4,-6.75
-440.1,-8.67
-432.2,-7.37
-431.7,-7.29
-427,-6.52
-429.2,-6.88
-436.5,-8.08
-427.7,-6.63
-429.9,-7.00
-430.5,-7.10
-431.2,-7.21
-427.7,-6.64
-426.6,-6.46
-433.6,-7.61
-427,-6.52
-431,-7.18
-426,-6.36
-424.6,-6.13
-427.2,-6.56
-419.7,-5.32
-428.8,-6.83
-425.3,-6.25
-426,-6.37
-422.1,-5.72
-418.9,-5.20
-423.7,-5.99
-417.5,-4.97
-421.9,-5.70
-421.2,-5.58
-434.6,-7.79
-427.7,-6.66
-423.5,-5.97
-422.2,-5.75
-426.3,-6.43
-427.4,-6.61
-422.6,-5.83
-419,-5.23
-429.4,-6.95
-430.7,-7.16
-428.6,-6.82
-425,-6.23
-424.8,-6.20
-423.4,-5.97
-424.2,-6.10
-419,-5.25
-427,-6.57
-419.2,-5.28
-423.4,-5.98
-413.9,-4.42
-423.7,-6.03
-417.6,-5.03
-416.9,-4.92
-422.6,-5.86
-421.4,-5.66
-426,-6.42
-416.3,-4.83
-414.9,-4.60
-418.5,-5.19
-420,-5.44
-421.2,-5.64
-416.6,-4.89
-422.9,-5.93
-422.1,-5.80
-423.8,-6.08
-422,-5.78
-422.7,-5.90
-422.1,-5.80
-421.5,-5.71
-419.7,-5.41
-419.4,-5.36
-429.8,-7.08
-414.3,-4.53
-424.2,-6.16
-424.8,-6.26
-431.1,-7.30
-423.8,-6.10
-416,-4.82
-424.9,-6.28
-426.5,-6.55
-424.3,-6.19
-422.2,-5.85
-430.1,-7.15
-428.6,-6.90
-419,-5.32
-422.5,-5.90
-422.6,-5.92
-421.4,-5.72
-430.8,-7.27
-425.2,-6.35
-427.8,-6.78
-427.1,-6.67
-430.6,-7.25
-431.1,-7.33
-428.6,-6.92
-427,-6.66
-432,-7.48
-428.9,-6.97
-424.5,-6.25
-430.6,-7.25
-427.4,-6.73
-423.4,-6.07
-421.7,-5.79
-430.4,-7.22
-428.5,-6.91
-430.5,-7.24
-432.2,-7.52
-427.1,-6.68
-425.7,-6.45
-429.8,-7.13
-433.7,-7.77
-425.5,-6.43
-429.8,-7.13
-428.1,-6.86
-429.5,-7.09
-430.9,-7.32
-431.3,-7.39
-429,-7.01
-435.7,-8.11
-432.6,-7.60
-428.7,-6.96
-431.6,-7.44
-433.6,-7.77
-432.1,-7.52
-430.5,-7.26
-432.7,-7.62
-433.6,-7.77
-437.2,-8.37
-436.3,-8.22
-440.7,-8.94
-436,-8.17
-434.6,-7.94
-435.3,-8.05
-436.1,-8.19
-438.6,-8.60
-440.2,-8.86
-438.4,-8.57
-430.4,-7.25
-440.5,-8.91
-440.4,-8.89
-440.1,-8.85
-438.2,-8.53
-436.4,-8.24
-442.1,-9.17
-443.9,-9.47
-438.6,-8.60
-437.5,-8.41
-448.3,-10.19
-442.7,-9.27
-442.4,-9.22
-443.6,-9.41
-440.8,-8.95
-442.9,-9.30
-441.4,-9.05
-440.1,-8.83
-438,-8.49
-427,-6.68
-427.9,-6.82
-437.1,-8.34
-426.7,-6.63
-440.3,-8.87
-434.3,-7.88
-434.2,-7.86
-429.7,-7.12
-431.7,-7.45
-438.3,-8.53
-441.6,-9.08
-437.4,-8.38
-439.8,-8.78
-443.1,-9.32
-439.4,-8.71
-436.6,-8.24
-440.1,-8.82
-441.9,-9.11
-437.6,-8.40
-442.7,-9.24
-437,-8.30
-443.3,-9.34
-441.3,-9.01
-440.2,-8.82
-440.6,-8.89
-433.5,-7.72
-433.5,-7.72
-446,-9.77
-437.4,-8.36
-441.5,-9.03
-439.3,-8.67
-442.2,-9.14
-443.9,-9.42
-440.1,-8.79
-444.8,-9.56
-438.1,-8.46
-441.4,-9.00
-443.6,-9.36
-445,-9.59
-440.1,-8.78
-443.2,-9.29
-445,-9.58
-444.4,-9.48
-442.5,-9.17
-446.4,-9.81
-442.7,-9.20
-442.2,-9.11
-440.5,-8.83
-441.8,-9.04
-434.6,-7.85
-445.9,-9.71
-439.6,-8.67
-438.3,-8.46
-442.9,-9.21
-443,-9.23
-438.6,-8.50
-441.7,-9.01
-445.4,-9.61
-440.6,-8.82
-444.1,-9.39
-443.3,-9.26
-444.4,-9.44
-440.9,-8.86
-441.2,-8.90
-444.2,-9.40
-440.5,-8.78
-434.6,-7.81
-442.5,-9.11
-442.6,-9.12
-443.8,-9.32
-430.5,-7.12
-441.1,-8.87
-439.5,-8.60
-437.5,-8.27
-442.3,-9.06
-445.8,-9.63
-445.1,-9.51
-443.9,-9.31
-434.7,-7.79
-436.2,-8.04
-435.5,-7.92
-433.5,-7.59
-436.9,-8.15
-434.6,-7.77
-439.7,-8.60
-436.9,-8.14
-444.7,-9.42
-441.9,-8.96
-441.7,-8.92
-446.5,-9.71
-441.3,-8.85
-446.3,-9.67
-440.7,-8.75
-443.6,-9.22
-442.2,-8.99
-441.6,-8.89
-431.7,-7.26
-439.2,-8.49
-441.1,-8.80
-438.3,-8.34
-429.6,-6.91
-433.7,-7.58
-431.8,-7.27
-435.9,-7.94
-436.7,-8.07
-433.2,-7.49
-434.4,-7.69
-432.3,-7.34
-434.6,-7.72
-429,-6.79
-428.2,-6.66
-433.6,-7.55
-425.9,-6.28
-428.4,-6.69
-427.9,-6.61
-426.7,-6.41
-419.4,-5.20
-424.5,-6.04
-421.9,-5.61
-422,-5.63
-418.5,-5.05
-421.2,-5.50
-421.4,-5.53
-424.1,-5.98
-420.7,-5.41
-434.7,-7.72
-432,-7.27
-419.7,-5.25
-430.9,-7.09
-426.8,-6.41
-425.6,-6.21
-424.4,-6.01
-424.6,-6.04
-430.7,-7.05
-431.6,-7.19
-429.1,-6.78
-429.7,-6.88
-423.5,-5.85
-428.7,-6.71
-429.5,-6.84
-428.4,-6.65
-430.5,-7.00
-429.9,-6.90
-428.1,-6.60
-431.1,-7.09
-432.3,-7.28
-430.2,-6.94
-437,-8.05
-430.9,-7.05
-434.2,-7.59
-432.5,-7.30
-438.2,-8.24
-442.2,-8.89
-436.2,-7.90
-437.7,-8.14
-438.8,-8.32
-438,-8.19
-434.8,-7.66
-434.5,-7.60
-434.7,-7.63
-433.4,-7.42
-431.9,-7.17
-434.9,-7.66
-428.4,-6.58
-430.3,-6.89
-428,-6.51
-427.6,-6.45
-434.3,-7.55
-425.9,-6.16
-431.6,-7.10
-427.7,-6.45
-433.4,-7.39
-422.1,-5.53
-430.5,-6.91
-426.4,-6.23
-426.4,-6.23
-425.7,-6.11
-428.8,-6.62
-425.3,-6.04
-424.9,-5.97
-414.2,-4.21
-421.4,-5.39
-422.2,-5.52
-422.4,-5.56
-418,-4.83
-423.3,-5.70
-416.1,-4.51
-419.4,-5.06
-424.3,-5.86
-418.6,-4.92
-420,-5.15
-418.9,-4.97
-415.9,-4.47
-410.1,-3.52
-416.9,-4.64
-413.5,-4.08
-415.7,-4.44
-422.7,-5.59
-420.9,-5.29
-420.7,-5.26
-423.5,-5.72
-421.2,-5.34
-425.9,-6.11
-420.3,-5.19
-429.3,-6.67
-426.6,-6.22
-424.4,-5.86
-424.2,-5.82
-425.2,-5.98
-425.9,-6.10
-425.3,-5.99
-429.1,-6.62
-429.4,-6.67
-426.7,-6.22
-431.2,-6.96
-428.6,-6.52
-434,-7.41
-430.2,-6.78
-435.2,-7.60
-437.3,-7.94
-434.2,-7.43
-430.2,-6.77
-431.6,-6.99
-427.9,-6.38
-427.5,-6.31
-434.8,-7.51
-431.2,-6.91
-430.2,-6.75
-426.3,-6.10
-427.4,-6.28
-438.4,-8.09
-425.7,-5.99
-431.7,-6.98
-426.4,-6.10
-428.1,-6.38
-433,-7.18
-431.6,-6.95
-429.8,-6.65
-431.3,-6.89
-427.2,-6.21
-426.3,-6.06
-426.1,-6.03
-426.7,-6.12
-430.7,-6.78
-420.9,-5.16
-428.3,-6.38
-424.6,-5.77
-424,-5.66
-427.9,-6.31
-432.6,-7.08
-428.7,-6.43
-428.9,-6.46
-432.4,-7.04
-432.5,-7.05
-431.1,-6.81
-428.5,-6.38
-430.4,-6.69
-428.9,-6.44
-429.9,-6.60
-425.9,-5.94
-427.5,-6.20
-430.1,-6.63
-424.4,-5.69
-424.8,-5.75
-434.8,-7.40
-430.2,-6.64
-421.8,-5.25
-424,-5.61
-427.1,-6.12
-427.2,-6.13
-422.4,-5.34
-424.4,-5.67
-423.1,-5.45
-419.9,-4.92
-421,-5.10
-428.4,-6.32
-422.9,-5.41
-424.3,-5.64
-424.5,-5.67
-433.5,-7.15
-420.6,-5.02
-426.9,-6.06
-421.3,-5.13
-428.2,-6.27
-417.1,-4.44
-419.8,-4.88
-419.1,-4.76
-424.1,-5.59
-420.3,-4.96
-428.4,-6.29
-418.8,-4.71
-426.6,-5.99
-416.1,-4.26
-414.9,-4.06
-424.1,-5.57
-421.4,-5.13
-423.3,-5.44
-425.3,-5.77
-423.4,-5.45
-419.8,-4.86
-420.2,-4.92
-420.1,-4.90
-413.4,-3.80
-426.5,-5.96
-418.4,-4.62
-423.1,-5.39
-416.9,-4.37
-420.2,-4.91
-422.3,-5.26
-420.8,-5.01
-421,-5.04
-419.9,-4.86
-417,-4.38
-418.7,-4.66
-421.6,-5.14
-417.7,-4.49
-418.9,-4.69
-423.9,-5.52
-419.2,-4.74
-423.8,-5.50
-422.5,-5.28
-419.1,-4.72
-423.8,-5.49
-424.6,-5.63
-421.1,-5.05
-418.7,-4.65
-414.2,-3.91
-416.9,-4.35
-422.4,-5.26
-422.1,-5.21
-417,-4.37
-417,-4.37
-417,-4.37
-419.6,-4.80
-406.6,-2.65
-415.6,-4.14
-411,-3.38
-416,-4.21
-415.2,-4.07
-414.3,-3.93
-421,-5.03
-416.3,-4.26
-418.3,-4.59
-413,-3.71
-419.2,-4.74
-413.8,-3.85
-414.2,-3.91
-408.5,-2.97
-409.4,-3.12
-412.5,-3.63
-408.4,-2.96
-412.2,-3.59
-413.9,-3.87
-408.9,-3.04
-417.1,-4.40
-412.2,-3.59
-402.6,-2.01
-413.4,-3.79
-412.1,-3.58
-407.2,-2.77
-411.5,-3.48
-413.1,-3.74
-413,-3.73
-409.4,-3.14
-414.3,-3.95
-405.5,-2.49
-411.7,-3.52
-405.4,-2.48
-406.4,-2.65
-407.1,-2.76
-407.5,-2.83
-405.3,-2.47
-404.3,-2.30
-412.6,-3.68
-411,-3.41
-411.9,-3.56
-414.8,-4.04
-407.5,-2.84
-415.1,-4.09
-412.3,-3.63
-410.7,-3.37
-412.8,-3.71
-405.8,-2.56
-405.5,-2.51
-418.7,-4.69
-410.8,-3.39
-414.1,-3.93
-411.1,-3.44
-404.9,-2.41
-415,-4.08
-410.6,-3.36
-415.5,-4.17
-410.1,-3.28
-419.9,-4.89
-413.3,-3.81
-416,-4.25
-417.2,-4.45
-411.2,-3.46
-411.9,-3.58
-416.3,-4.30
-413.5,-3.84
-414.9,-4.07
-412,-3.59
-410.2,-3.30
-413.7,-3.88
-416.4,-4.32
-420.5,-5.00
-415.9,-4.24
-409.9,-3.25
-422.6,-5.35
-418.2,-4.62
-416.4,-4.32
-418.3,-4.64
-419.7,-4.87
-416,-4.26
-406.2,-2.64
-419.5,-4.84
-418.5,-4.67
-417.4,-4.49
-418.3,-4.64
-421.9,-5.23
-414.4,-4.00
-420.8,-5.05
-420.3,-4.97
-420.4,-4.99
-417.4,-4.49
-419,-4.76
-423.1,-5.43
-422.5,-5.33
-422.1,-5.27
-422,-5.25
-417.9,-4.57
-419.1,-4.77
-420.6,-5.02
-416.8,-4.39
-425.7,-5.86
-421.9,-5.23
-422.3,-5.30
-422.5,-5.33
-420.4,-4.98
-425.4,-5.81
-424.6,-5.68
-426.5,-5.99
-428.1,-6.25
-428.5,-6.32
-419,-4.75
-427.1,-6.09
-425.3,-5.79
-427,-6.07
-422.5,-5.32
-429.8,-6.53
-424.6,-5.67
-430.3,-6.61
-433.7,-7.17
-436.3,-7.60
-435.9,-7.53
-430.1,-6.57
-423.6,-5.49
-430.6,-6.65
-432.7,-6.99
-429.5,-6.46
-431.8,-6.84
-424.1,-5.57
-435.4,-7.44
-425.8,-5.85
-432.6,-6.97
-429.9,-6.52
-427,-6.04
-425.5,-5.80
-425.2,-5.75
-430.3,-6.59
-429.9,-6.52
-426.4,-5.94
-432.1,-6.88
-425.6,-5.81
-429.3,-6.42
-432.9,-7.01
-424.9,-5.69
-427.7,-6.15
-428.4,-6.27
-424.9,-5.69
-422.3,-5.26
-424.4,-5.61
-421.3,-5.10
-423.9,-5.53
-421.3,-5.10
-429.4,-6.44
-428.5,-6.29
-424.6,-5.64
-427.3,-6.09
-427.7,-6.16
-418.7,-4.67
-420,-4.89
-421.4,-5.12
-419.7,-4.84
-421,-5.05
-422.2,-5.25
-428.1,-6.23
-427.4,-6.11
-419.2,-4.76
-421.7,-5.17
-422,-5.22
-423.8,-5.52
-418.8,-4.70
-413.9,-3.89
-420.7,-5.01
-423,-5.39
-423.4,-5.46
-423,-5.40
-423.4,-5.46
-414.4,-3.98
-428.9,-6.37
-425.8,-5.86
-422.5,-5.32
-420,-4.91
-431.3,-6.77
-430.2,-6.59
-428.9,-6.38
-427.9,-6.21
-426.1,-5.92
-424.4,-5.64
-419.8,-4.88
-421.5,-5.16
-424.6,-5.67
-424.8,-5.71
-421.5,-5.16
-430.2,-6.60
-425.1,-5.76
-428.6,-6.34
-425.8,-5.87
-425.5,-5.82
-431,-6.73
-415.8,-4.22
-420.2,-4.95
-424.1,-5.59
-426.8,-6.04
-427.7,-6.19
-422.1,-5.27
-424.6,-5.68
-424.2,-5.61
-419.9,-4.90
-422.3,-5.30
-422.6,-5.35
-422.5,-5.33
-425.1,-5.76
-425.6,-5.85
-424.3,-5.63
-422.1,-5.27
-415.2,-4.13
-421.6,-5.19
-424.3,-5.63
-419.7,-4.87
-421,-5.09
-415.7,-4.21
-425.9,-5.90
-418.6,-4.69
-419.9,-4.91
-419.7,-4.88
-419.2,-4.80
-422.7,-5.37
-426.8,-6.05
-418,-4.60
-422.4,-5.32
-421.4,-5.16
-424,-5.59
-416.7,-4.38
-415.8,-4.23
-417.8,-4.57
-417.2,-4.47
-419.1,-4.78
-426,-5.92
-420.7,-5.05
-419.7,-4.88
-411.5,-3.53
-423.7,-5.54
-418.8,-4.73
-417,-4.44
-419.1,-4.78
-419.5,-4.85
-418.4,-4.67
-416.4,-4.34
-416.7,-4.39
-415.2,-4.14
-415.7,-4.22
-424.1,-5.61
-414.3,-3.99
-418,-4.60
-422.9,-5.41
-415.8,-4.24
-420,-4.93
-420.1,-4.95
-420.7,-5.05
-427.2,-6.12
-418.5,-4.68
-414,-3.94
-406.7,-2.73
-408.4,-3.02
-415.4,-4.17
-410.8,-3.41
-412.1,-3.63
-416.9,-4.42
-415.2,-4.14
-415,-4.11
-419.3,-4.82
-422.7,-5.38
-420,-4.94
-420.6,-5.03
-422.4,-5.33
-420.3,-4.98
-419.9,-4.92
-422.6,-5.36
-417.6,-4.54
-420.5,-5.02
-422,-5.26
-415.7,-4.22
-420.2,-4.96
-422.2,-5.30
-409.7,-3.23
-419.1,-4.78
-425.6,-5.86
-415.2,-4.14
-419.2,-4.80
-416.3,-4.32
-412.7,-3.73
-418,-4.60
-421.8,-5.23
-419.6,-4.87
-412.5,-3.69
-425.5,-5.84
-421.3,-5.15
-418.8,-4.73
-413.3,-3.82
-423.2,-5.46
-416.1,-4.29
-419.2,-4.80
-415.8,-4.24
-418.7,-4.72
-418.6,-4.70
-424.7,-5.71
-411.7,-3.56
-421.1,-5.11
-415.7,-4.22
-416.3,-4.32
-415.7,-4.22
-416.6,-4.37
-415.4,-4.17
-420.7,-5.05
-419.4,-4.83
-413.4,-3.84
-423.2,-5.46
-418.8,-4.73
-419.6,-4.86
-410.8,-3.41
-415.6,-4.20
-419.2,-4.80
-421.2,-5.13
-420.6,-5.03
-419.1,-4.78
-413.3,-3.82
-417.2,-4.46
-415.4,-4.16
-423.1,-5.44
-412.5,-3.68
-422.6,-5.35
-418.2,-4.63
-418,-4.59
-412.8,-3.73
-418.3,-4.64
-412.5,-3.68
-419.4,-4.82
-422.5,-5.33
-421.4,-5.15
-417.7,-4.54
-422.3,-5.30
-417.3,-4.47
-424.5,-5.66
-416.4,-4.32
-418.7,-4.70
-418.5,-4.67
-425.8,-5.87
-424.1,-5.59
-421.5,-5.16
-418.8,-4.71
-422.2,-5.28
-420.9,-5.06
-418.7,-4.70
-415.7,-4.20
-421.8,-5.21
-415.7,-4.20
-415.5,-4.17
-418,-4.58
-417.7,-4.53
-424.2,-5.61
-416.3,-4.30
-420.7,-5.03
-416.4,-4.32
-414.9,-4.07
-419.8,-4.88
-416.5,-4.33
-413.8,-3.89
-419,-4.75
-417.4,-4.48
-419.1,-4.76
-413.2,-3.79
-418.5,-4.67
-414.6,-4.02
-420.5,-5.00
-417.9,-4.57
-417.2,-4.45
-416.3,-4.30
-416.2,-4.29
-414,-3.92
-421.3,-5.13
-420,-4.92
-421.5,-5.16
-419.9,-4.90
-415.9,-4.24
-416.7,-4.37
-413.2,-3.79
-411.7,-3.54
-414.7,-4.04
-407.1,-2.79
-411.1,-3.45
-417.5,-4.51
-413.7,-3.88
-419.5,-4.84
-417.3,-4.47
-418.6,-4.69
-415,-4.09
-418.3,-4.64
-416.5,-4.34
-416.5,-4.34
-416,-4.26
-420.6,-5.02
-418,-4.59
-416.9,-4.41
-415.9,-4.24
-419.9,-4.90
-427.6,-6.18
-418.9,-4.74
-419.5,-4.84
-421.3,-5.13
-419.7,-4.87
-419.1,-4.77
-423.2,-5.45
-416.4,-4.32
-423.6,-5.51
-424,-5.58
-423.8,-5.54
-422,-5.24
-419.3,-4.80
-426.3,-5.95
-425,-5.74
-427.9,-6.22
-422.3,-5.29
-432.5,-6.97
-431.1,-6.74
-428.2,-6.26
-434.8,-7.35
-432.6,-6.98
-429.4,-6.45
-434.5,-7.29
-425.7,-5.83
-432.1,-6.89
-424.9,-5.69
-428.3,-6.25
-425.1,-5.72
-424.8,-5.67
-431.5,-6.78
-427.8,-6.16
-418.2,-4.57
-424.7,-5.64
-426.5,-5.94
-423.7,-5.48
-423.7,-5.47
-422.6,-5.29
-425.4,-5.75
-422.4,-5.25
-418.4,-4.59
-420.3,-4.90
-420.2,-4.88
-418.7,-4.64
-421.8,-5.15
-420.8,-4.98
-415,-4.02
-420,-4.85
-423.9,-5.49
-424.6,-5.60
-420.2,-4.87
-419.7,-4.79
-422.1,-5.18
-420.3,-4.89
-418.8,-4.64
-419.5,-4.75
-420.4,-4.90
-422,-5.16
-422.6,-5.26
-421.8,-5.13
-422.7,-5.27
-412.2,-3.54
-417.9,-4.48
-420,-4.82
-415.7,-4.11
-418.1,-4.51
-418.7,-4.60
-414.7,-3.94
-414.7,-3.94
-416,-4.16
-413.1,-3.68
-414.7,-3.94
-411,-3.33
-412.6,-3.59
-409.1,-3.01
-413.4,-3.72
-416,-4.15
-422.2,-5.17
-420.1,-4.83
-418.9,-4.63
-415.3,-4.03
-420.1,-4.82
-416.9,-4.29
-421.2,-5.00
-423.2,-5.32
-421.6,-5.06
-420.5,-4.87
-426.3,-5.83
-421.5,-5.03
-424.5,-5.52
-420.8,-4.91
-424.9,-5.58
-425.2,-5.63
-424.7,-5.54
-429,-6.25
-428.9,-6.23
-429.9,-6.39
-430.4,-6.46
-429.9,-6.38
-430.8,-6.52
-432.6,-6.81
-433.1,-6.89
-436.9,-7.51
-430,-6.36
-433.7,-6.97
-431.1,-6.53
-433.2,-6.88
-430.1,-6.36
-435.2,-7.19
-430.6,-6.43
-430.8,-6.46
-438.6,-7.74
-430,-6.31
-427,-5.81
-429.7,-6.25
-428.7,-6.08
-424.6,-5.39
-434.6,-7.04
-427.2,-5.81
-426.1,-5.62
-425.9,-5.58
-426.1,-5.61
-424.9,-5.41
-422.5,-5.01
-432.3,-6.62
-426.6,-5.67
-418,-4.25
-424.7,-5.35
-431.2,-6.42
-426.4,-5.62
-426.2,-5.58
-419.5,-4.47
-423.5,-5.12
-424.4,-5.27
-424.4,-5.26
-426.3,-5.57
-425.4,-5.41
-421.6,-4.78
-424.7,-5.29
-421.8,-4.80
-422.6,-4.93
-425.8,-5.45
-423.1,-5.00
-422.9,-4.96
-417.8,-4.12
-427.6,-5.73
-427.9,-5.77
-421.4,-4.69
-425.8,-5.41
-424.5,-5.19
-420,-4.44
-426,-5.43
-426.3,-5.47
-425,-5.25
-424.6,-5.18
-422.5,-4.83
-425.9,-5.38
-427.4,-5.62
-420.5,-4.48
-421.3,-4.60
-424.6,-5.14
-427.6,-5.63
-421.4,-4.60
-418.7,-4.15
-424.3,-5.07
-418,-4.02
-416.8,-3.82
-420.1,-4.36
-422.6,-4.77
-421.9,-4.64
-421,-4.49
-418.6,-4.09
-418.7,-4.10
-424.7,-5.08
-413.4,-3.21
-416,-3.64
-418.1,-3.98
-415.4,-3.53
-420.4,-4.35
-422.1,-4.62
-416.7,-3.73
-414.9,-3.42
-422.6,-4.69
-414,-3.26
-412.8,-3.06
-411.4,-2.82
-413.6,-3.18
-412.7,-3.03
-411.5,-2.83
-411.8,-2.87
-406.6,-2.01
-413.5,-3.14
-412.4,-2.96
-413.2,-3.08
-410,-2.55
-406.8,-2.02
-413.3,-3.09
-414.7,-3.31
-414.5,-3.27
-411,-2.69
-409.4,-2.42
-404.6,-1.63
-405.9,-1.84
-409.9,-2.49
-412.1,-2.85
-408,-2.17
-409.7,-2.45
-400.7,-0.96
-408,-2.16
-406.6,-1.92
-408.2,-2.18
-402.3,-1.21
-410.8,-2.60
-407.9,-2.12
-409.4,-2.36
-408.6,-2.23
-407.7,-2.07
-405,-1.62
-409,-2.28
-411,-2.60
-405.1,-1.63
-403.9,-1.42
-411.1,-2.61
-405.7,-1.71
-405.2,-1.63
-410.9,-2.56
-404,-1.42
-405.9,-1.73
-413.8,-3.03
-404.9,-1.55
-400.4,-0.81
-402.9,-1.21
-401.7,-1.01
-403.1,-1.24
-401.8,-1.02
-405.3,-1.60
-404.6,-1.48
-402.9,-1.19
-399.1,-0.56
-403.7,-1.32
-406.1,-1.71
-397.6,-0.30
-400.6,-0.79
-398.4,-0.43
-401.8,-0.99
-405.3,-1.56
-395.6,0.04
-399.3,-0.56
-398.9,-0.50
-399.3,-0.56
-397.9,-0.32
-393.9,0.34
-400.2,-0.70
-400.6,-0.76
-397.2,-0.20
-398.4,-0.39
-398.3,-0.37
-393.7,0.39
-399.1,-0.50
-399.2,-0.51
-393.7,0.40
-398.6,-0.41
-395.6,0.09
-401.4,-0.87
-400.1,-0.65
-387.8,1.38
-391.8,0.73
-389.3,1.14
-395.9,0.05
-401.7,-0.90
-394.9,0.22
-398.2,-0.32
-400.5,-0.70
-393.7,0.43
-393.3,0.50
-392.1,0.70
-399.3,-0.49
-395.4,0.16
-396.9,-0.09
-398.5,-0.35
-396.8,-0.07
-391.9,0.75
-397.6,-0.19
-394.7,0.29
-394,0.41
-388.4,1.33
-395.5,0.16
-386.8,1.60
-393.1,0.56
-392.8,0.61
-394.6,0.32
-395.4,0.19
-392.2,0.72
-394.9,0.28
-394.8,0.30
-391.4,0.87
-398.7,-0.33
-396,0.12
-388.9,1.29
-392.7,0.67
-388.5,1.37
-395.1,0.28
-391.4,0.89
-389.3,1.25
