Age,Temperature
Deuterium,Temperature
,
,
,
,
,
,
,
,
,
,
,
,
-384.1,2.11
-392.3,0.76
-392.9,0.66
-390.1,1.13
-394.1,0.47
-396.3,0.11
-391.9,0.84
-390.2,1.13
-393.5,0.59
-385.1,1.98
-393.5,0.59
-385.6,1.90
-387.8,1.54
-389.6,1.25
-388.3,1.47
-392.4,0.79
-390.3,1.14
-388.9,1.38
-391.3,0.99
-393,0.71
-391.5,0.96
-389.6,1.28
-391.2,1.02
-390.6,1.12
-386.2,1.85
-389.5,1.31
-387.8,1.59
-388.9,1.42
-387.9,1.58
-386.2,1.87
-382.4,2.50
-390.6,1.15
-391,1.08
-382.5,2.49
-390.2,1.22
-389.2,1.39
-389.3,1.38
-388.3,1.55
-389.4,1.37
-388.3,1.55
-383.6,2.33
-386.4,1.87
-380.3,2.88
-387.6,1.68
-391.8,0.98
-384.3,2.23
-383.5,2.36
-387.7,1.67
-388.6,1.52
-387.6,1.69
-384.9,2.14
-389,1.46
-395,0.47
-390.4,1.24
-388.8,1.50
-391.3,1.09
-387.6,1.71
-390.5,1.23
-387.1,1.80
-385.5,2.06
-384,2.31
-387.6,1.72
-381.6,2.71
-384.8,2.18
-390.3,1.28
-388,1.66
-386,1.99
-387.6,1.73
-387.3,1.78
-385.6,2.06
-384.7,2.21
-385.6,2.06
-388.1,1.65
-382.8,2.53
-381.7,2.71
-383.9,2.34
-391.6,1.07
-383.3,2.44
-385.4,2.09
-385.1,2.14
-388.1,1.65
-384,2.32
-394.9,0.52
-383.2,2.45
-383.7,2.37
-387.5,1.74
-390.2,1.29
-382.6,2.55
-391.4,1.09
-384.7,2.20
-389,1.48
-379.8,3.01
-389,1.48
-390.1,1.30
-383.5,2.39
-381.4,2.73
-384,2.30
-383.9,2.32
-388.7,1.52
-379,3.12
-383.9,2.31
-385.5,2.04
-382.9,2.47
-388,1.62
-392.8,0.83
-382.6,2.51
-382.9,2.46
-383.7,2.33
-375,3.77
-382.6,2.50
-379.8,2.96
-375.6,3.66
-386,1.93
-382.7,2.48
-384.9,2.11
-380,2.92
-389.2,1.39
-388.3,1.54
-392.5,0.84
-386.4,1.85
-384.7,2.13
-392.3,0.87
-393.9,0.60
-387.2,1.71
-384.8,2.10
-381,2.73
-388,1.57
-384,2.23
-390.7,1.11
-392.5,0.81
-385,2.05
-391.8,0.92
-389.7,1.27
-385.2,2.01
-386.8,1.74
-388.6,1.44
-391.5,0.96
-385.8,1.90
-387.1,1.68
-385,2.03
-385.2,1.99
-390.3,1.14
-389.5,1.27
-389.1,1.33
-388.1,1.50
-390.6,1.08
-387.3,1.62
-393.5,0.59
-395.8,0.21
-384.4,2.09
-388.6,1.39
-390.5,1.08
-390.3,1.11
-383.2,2.28
-392.2,0.79
-384,2.14
-391.8,0.84
-391.4,0.91
-384.4,2.06
-384.4,2.06
-394.2,0.43
-390.1,1.11
-394.8,0.33
-393.8,0.49
-388.7,1.33
-389.7,1.16
-386,1.77
-385.1,1.91
-387.6,1.50
-382.2,2.39
-380.9,2.60
-383.6,2.14
-382.7,2.29
-377.1,3.21
-381.2,2.53
-377.2,3.18
-383.5,2.14
-379.5,2.79
-377,3.20
-380.3,2.65
-384.8,1.90
-383.2,2.16
-382.6,2.25
-380.4,2.61
-378.9,2.86
-386.1,1.66
-384.7,1.89
-383.5,2.08
-378,2.98
-375.9,3.33
-381.2,2.44
-379.2,2.77
-378.1,2.95
-383.5,2.04
-378,2.95
-374.1,3.59
-376.1,3.25
-378.7,2.81
-369.1,4.40
-375.3,3.36
-371.8,3.93
-369.4,4.32
-368.7,4.43
-375.1,3.36
-371.4,3.97
-376,3.20
-374.3,3.47
-375.5,3.26
-368.7,4.38
-379.6,2.56
-366.1,4.79
-370.8,4.00
-377.4,2.90
-370.2,4.08
-373.9,3.46
-365.8,4.79
-366.2,4.71
-370.1,4.06
-365.2,4.86
-371.3,3.84
-375.7,3.10
-372.2,3.66
-365,4.84
-361.2,5.46
-370.2,3.96
-373.9,3.34
-368,4.30
-366.2,4.59
-366.6,4.51
-374.7,3.16
-370.8,3.79
-370.2,3.88
-379.4,2.35
-372.3,3.52
-371.4,3.66
-365.6,4.61
-373,3.38
-374.5,3.12
-368.6,4.09
-370.3,3.80
-370.4,3.77
-365.6,4.56
-377.1,2.65
-375,2.98
-375.6,2.88
-366.6,4.35
-372.1,3.44
-374.3,3.06
-370,3.77
-373,3.26
-372.6,3.32
-371.7,3.46
-372.2,3.37
-373.9,3.08
-380.8,1.93
-377.8,2.42
-370,3.70
-372.3,3.31
-374.6,2.92
-373.6,3.08
-371.9,3.35
-378.1,2.31
-375.6,2.72
-374.4,2.91
-371.4,3.39
-382.4,1.57
-379,2.12
-374.7,2.82
-378.5,2.19
-380.1,1.91
-375.8,2.61
-374.9,2.75
-381.4,1.67
-381.5,1.64
-371.7,3.25
-386.7,0.77
-384.4,1.14
-378.2,2.15
-381.8,1.55
-383,1.34
-385.7,0.89
-384.7,1.04
-384.9,1.00
-386,0.81
-385.4,0.90
-391.9,-0.18
-388.2,0.42
-386.9,0.63
-387.9,0.46
-388.2,0.40
-385.9,0.77
-388.4,0.35
-392.4,-0.32
-388,0.40
-387.4,0.49
-389.9,0.07
-385.7,0.75
-391.6,-0.23
-390.9,-0.12
-400.2,-1.67
-397.1,-1.17
-394.2,-0.69
-396.8,-1.13
-396.5,-1.09
-399.5,-1.59
-399,-1.52
-400.4,-1.76
-400.5,-1.78
-398,-1.38
-406.9,-2.85
-405.3,-2.60
-398.7,-1.52
-399.5,-1.66
-397.5,-1.33
-402.1,-2.10
-403.4,-2.32
-403.1,-2.28
-408.3,-3.15
-402.1,-2.13
-408.2,-3.14
-408.9,-3.27
-405.6,-2.73
-410,-3.46
-408.8,-3.27
-411.6,-3.74
-410.4,-3.55
-415.2,-4.35
-413.8,-4.13
-407.1,-3.03
-408.2,-3.21
-417.2,-4.71
-417,-4.68
-410.2,-3.57
-406.7,-2.99
-410.9,-3.70
-415.6,-4.48
-417.5,-4.80
-420.6,-5.32
-410.5,-3.66
-418.7,-5.02
-417.6,-4.84
-419.6,-5.18
-422.7,-5.70
-416.3,-4.65
-422.1,-5.61
-421.3,-5.48
-421.2,-5.47
-423.7,-5.89
-423,-5.79
-422.8,-5.76
-426.1,-6.31
-424.6,-6.07
-425.9,-6.29
-429.4,-6.88
-438.2,-8.34
-430,-6.99
-434,-7.66
-434.6,-7.77
-434.3,-7.73
-434.7,-7.80
-430.7,-7.15
-428.7,-6.83
-435.8,-8.01
-432.5,-7.47
-426.8,-6.54
-431.9,-7.39
-437.9,-8.39
-434.8,-7.89
-438.3,-8.48
-439.8,-8.73
-440,-8.77
-436.9,-8.27
-438.3,-8.51
-435.9,-8.12
-437.9,-8.46
-439.2,-8.68
-431.6,-7.44
-431.7,-7.46
-436.6,-8.28
-435.5,-8.11
-433.4,-7.77
-436.9,-8.35
-438.3,-8.59
-435.8,-8.19
-433.2,-7.77
-436.6,-8.33
-434.9,-8.06
-437.5,-8.49
-437.7,-8.53
-434,-7.93
-439.6,-8.85
-440.5,-9.01
-439.1,-8.78
-443,-9.43
-440.8,-9.07
-440,-8.94
-442.3,-9.32
-438.9,-8.77
-437.5,-8.54
-437.6,-8.57
-439.3,-8.85
-441,-9.14
-437,-8.48
-440.9,-9.13
-434.1,-8.01
-441.2,-9.19
-440.7,-9.11
-436.8,-8.47
-435.3,-8.22
-440.4,-9.06
-438,-8.67
-440.1,-9.02
-440.8,-9.13
-441,-9.17
-438.5,-8.76
-439,-8.84
-436.2,-8.38
-438.8,-8.81
-442,-9.33
-433.9,-8.00
-433.6,-7.95
-437,-8.51
-432.8,-7.82
-436.4,-8.42
-438.6,-8.78
-441.7,-9.29
-437.6,-8.61
-438.2,-8.71
-434.8,-8.15
-435.5,-8.27
-431.8,-7.66
-435.3,-8.23
-439.4,-8.91
-439,-8.84
-440.2,-9.04
-434.1,-8.04
-430.8,-7.50
-437,-8.51
-440.6,-9.10
-436,-8.35
-440.5,-9.09
-439.2,-8.87
-434.3,-8.07
-431.7,-7.64
-435.7,-8.30
-436,-8.34
-436.8,-8.47
-433.5,-7.93
-436.8,-8.47
-435.6,-8.27
-433.4,-7.91
-439.8,-8.96
-435.3,-8.22
-434.6,-8.10
-433.5,-7.92
-440,-8.99
-436.4,-8.39
-438.9,-8.80
-441.9,-9.29
-439,-8.82
-430.3,-7.38
-434.6,-8.09
-437,-8.48
-436.1,-8.33
-433.9,-7.97
-435.2,-8.18
-426.9,-6.82
-436.1,-8.33
-432,-7.65
-433.5,-7.90
-431.3,-7.54
-435.7,-8.26
-437.9,-8.62
-438.9,-8.78
-439.5,-8.87
-437.2,-8.49
-439.1,-8.80
-434.7,-8.07
-430.2,-7.33
-430.3,-7.35
-435.5,-8.20
-432.2,-7.66
-429.1,-7.15
-433.9,-7.94
-435.2,-8.15
-436.6,-8.38
-436.2,-8.31
-432.2,-7.65
-435.2,-8.14
-436.2,-8.31
-434.9,-8.09
-437.3,-8.49
-433.5,-7.86
-433.5,-7.86
-427.7,-6.91
-433.4,-7.84
-427.8,-6.92
-429.1,-7.14
-428.3,-7.00
-428,-6.96
-427.8,-6.92
-429.3,-7.17
-428.5,-7.04
-431.6,-7.55
-431.6,-7.55
-430.2,-7.31
-431.5,-7.53
-430.9,-7.43
-432.3,-7.66
-433,-7.77
-430.9,-7.42
-429.3,-7.16
-435.1,-8.11
-428.4,-7.01
-432,-7.60
-432.6,-7.70
-432.3,-7.65
-433,-7.76
-433.3,-7.81
-434,-7.93
-432.1,-7.61
-431,-7.43
-432.4,-7.66
-430.8,-7.40
-429.4,-7.17
-431.1,-7.45
-435.3,-8.14
-433.4,-7.83
-433.7,-7.88
-433.7,-7.88
-434.9,-8.07
-438.4,-8.65
-433.9,-7.91
-433.8,-7.89
-432.29,-7.64
-434.3,-7.97
-436.7,-8.36
-441.2,-9.10
-440.6,-9.00
-434.7,-8.03
-435.7,-8.19
-437.2,-8.43
-438.4,-8.63
-442.4,-9.28
-440.9,-9.03
-439,-8.72
-441.3,-9.09
-440.3,-8.93
-437.6,-8.48
-437.9,-8.53
-442.3,-9.25
-436.9,-8.36
-437,-8.38
-438.5,-8.62
-440.7,-8.99
-446.4,-9.92
-447.1,-10.03
-444.34,-9.58
-439.5,-8.78
-440.6,-8.96
-444.6,-9.61
-438,-8.53
-440.5,-8.94
-439.5,-8.77
-438.7,-8.64
-444.1,-9.52
-441.9,-9.16
-436.5,-8.27
-437.4,-8.41
-439.85,-8.82
-437.8,-8.48
-441.2,-9.04
-440.7,-8.95
-441.1,-9.02
-445.4,-9.73
-441.4,-9.07
-435.6,-8.11
-434.4,-7.92
-432.3,-7.57
-430.6,-7.29
-423.1,-6.06
-425.9,-6.52
-421.1,-5.74
-427.9,-6.86
-431.7,-7.49
-428.7,-6.99
-428.3,-6.93
-430.5,-7.30
-431,-7.38
-432.17,-7.58
-434.51,-7.96
-431.46,-7.46
-431.52,-7.47
-430.99,-7.39
-432.9,-7.70
-432.1,-7.57
-432.1,-7.57
-435.7,-8.17
-434.8,-8.02
-435.3,-8.10
-436.1,-8.23
-434.7,-8.00
-441,-9.04
-440,-8.87
-435.5,-8.13
-430.1,-7.24
-428.2,-6.93
-431.9,-7.54
-427,-6.73
-426.3,-6.62
-424.9,-6.39
-425.4,-6.47
-423.8,-6.21
-428,-6.91
-423.49,-6.17
-430.5,-7.32
-433.5,-7.82
-427.5,-6.83
-428.3,-6.97
-427.8,-6.88
-428,-6.92
-431.2,-7.45
-429.2,-7.12
-438.1,-8.58
-437.7,-8.52
-430.9,-7.40
-429.2,-7.12
-437,-8.40
-442.41,-9.28
-440.3,-8.93
-443.7,-9.49
-441.5,-9.12
-437,-8.38
-438.5,-8.62
-439.3,-8.75
-438,-8.54
-436.3,-8.25
-442,-9.19
-440.39,-8.92
-438.7,-8.64
-433.4,-7.77
-436,-8.19
-439.3,-8.73
-437.2,-8.39
-436,-8.19
-434.9,-8.00
-441.48,-9.08
-438.2,-8.54
-435.8,-8.15
-432.7,-7.63
-438.6,-8.60
-437,-8.34
-440.3,-8.88
-431.2,-7.38
-432.6,-7.61
-432.2,-7.54
-432.3,-7.56
-431,-7.34
-428.8,-6.98
-434.7,-7.95
-431.4,-7.41
-429.9,-7.16
-424.8,-6.32
-427.6,-6.79
-423.2,-6.06
-421.8,-5.83
-427.4,-6.76
-429.4,-7.09
-425.6,-6.46
-426.9,-6.68
-435.8,-8.14
-434.3,-7.89
-425.6,-6.46
-426.3,-6.58
-425.8,-6.49
-427.6,-6.79
-432.1,-7.53
-432.7,-7.63
-432.2,-7.54
-426.7,-6.64
-426.4,-6.59
-435.2,-8.03
-432.9,-7.65
-434.5,-7.91
-435.84,-8.13
-436.91,-8.31
-435.8,-8.12
-436.73,-8.27
-435.83,-8.12
-436.22,-8.18
-437.82,-8.44
-438.58,-8.56
-436,-8.13
-436.9,-8.28
-431.6,-7.40
-429,-6.97
-426.4,-6.55
-423.3,-6.03
-427,-6.64
-422.6,-5.92
-422.1,-5.84
-427.24,-6.68
-423.7,-6.10
-429.8,-7.10
-427.7,-6.76
-431.9,-7.45
-427.47,-6.71
-432,-7.46
-433.1,-7.64
-438.1,-8.46
-431.7,-7.40
-436.2,-8.14
-433,-7.61
-436.45,-8.17
-436.5,-8.18
-439.7,-8.70
-437.4,-8.32
-435.9,-8.07
-435.4,-7.99
-436.2,-8.12
-434.35,-7.81
-437.81,-8.38
-432.8,-7.56
-435.4,-7.98
-431.7,-7.37
-434.7,-7.87
-438,-8.41
-432.2,-7.46
-433.2,-7.62
-435.2,-7.95
-436.43,-8.15
-440.9,-8.89
-440.8,-8.87
-443,-9.23
-439.2,-8.60
-438.8,-8.53
-439.7,-8.68
-440.9,-8.87
-437.3,-8.28
-437.3,-8.28
-436.3,-8.11
-429.2,-6.94
-428.3,-6.79
-421.1,-5.61
-425.5,-6.33
-428.6,-6.84
-428.09,-6.76
-427.2,-6.61
-435.2,-7.93
-422.5,-5.84
-421.7,-5.71
-419.8,-5.40
-423.37,-5.99
-422.5,-5.85
-425.4,-6.32
-426.7,-6.54
-427.6,-6.69
-423,-5.93
-429.5,-7.00
-429,-6.92
-429.8,-7.05
-432.3,-7.46
-435.8,-8.03
-439.73,-8.68
-436.6,-8.16
-440.7,-8.83
-439.2,-8.58
-436.9,-8.20
-430.4,-7.13
-441.47,-8.95
-438.1,-8.39
-432.5,-7.47
-437.3,-8.26
-439.4,-8.60
-439.9,-8.68
-441.94,-9.02
-436.38,-8.10
-438.8,-8.49
-437.6,-8.29
-441.9,-9.00
-440.6,-8.79
-437.8,-8.32
-442.4,-9.08
-442.3,-9.06
-439.2,-8.55
-443.4,-9.24
-441.3,-8.89
-436,-8.02
-439,-8.51
-438.4,-8.41
-441,-8.84
-440.4,-8.74
-441,-8.84
-440.6,-8.77
-443.4,-9.23
-437.9,-8.32
-443.6,-9.26
-443.3,-9.20
-441.1,-8.84
-437.9,-8.31
-439.4,-8.55
-438.2,-8.35
-442.4,-9.04
-441.1,-8.82
-438.8,-8.43
-443.2,-9.15
-440.2,-8.66
-438.4,-8.35
-435.5,-7.87
-433.3,-7.51
-439.3,-8.50
-438.8,-8.41
-437.7,-8.22
-438.4,-8.34
-435.7,-7.89
-435.4,-7.84
-435,-7.77
-434.3,-7.65
-434.6,-7.69
-432.4,-7.33
-427.2,-6.47
-430.6,-7.03
-428.9,-6.75
-428.2,-6.63
-428.2,-6.63
-421.6,-5.54
-422.1,-5.62
-423.4,-5.83
-418.9,-5.09
-418.5,-5.02
-414.6,-4.38
-411.6,-3.89
-414.2,-4.32
-412.4,-4.03
-422.5,-5.69
-422.5,-5.69
-422.21,-5.64
-421.8,-5.57
-427.9,-6.58
-425.1,-6.12
-425.62,-6.20
-428.2,-6.62
-421.1,-5.45
-425.1,-6.11
-425.1,-6.11
-428.9,-6.73
-428.9,-6.73
-426.1,-6.27
-427.6,-6.51
-428.5,-6.66
-433.2,-7.43
-426.4,-6.31
-428.9,-6.71
-430.8,-7.02
-436.7,-7.99
-436.9,-8.01
-431.3,-7.08
-437.3,-8.06
-430.7,-6.97
-432,-7.18
-432.6,-7.27
-429.4,-6.74
-430.5,-6.91
-426.7,-6.28
-430.7,-6.93
-421.9,-5.48
-423.51,-5.74
-417.5,-4.75
-418.7,-4.94
-417.1,-4.67
-417.7,-4.77
-428.3,-6.51
-425,-5.96
-429.2,-6.64
-426.4,-6.17
-425.5,-6.02
-422,-5.43
-429,-6.58
-434.5,-7.47
-429.3,-6.60
-430.3,-6.75
-430.7,-6.81
-431.9,-6.99
-427.3,-6.22
-433.7,-7.26
-425.8,-5.95
-431,-6.79
-427.5,-6.20
-427.6,-6.21
-426.3,-5.98
-424.5,-5.67
-430,-6.57
-422.6,-5.34
-419.9,-4.88
-422.8,-5.35
-421.1,-5.06
-421.1,-5.05
-423,-5.35
-417.7,-4.47
-421.9,-5.15
-420.5,-4.91
-420.7,-4.93
-413.9,-3.80
-421,-4.96
-418.6,-4.56
-420.7,-4.90
-417.7,-4.39
-420.3,-4.81
-419,-4.59
-416.7,-4.20
-415.3,-3.96
-414.8,-3.87
-413.7,-3.68
-410.9,-3.20
-412.3,-3.43
-413.2,-3.57
-413.3,-3.57
-409.9,-3.00
-408.5,-2.76
-410.6,-3.10
-409.5,-2.92
-409.2,-2.86
-408.1,-2.67
-405,-2.16
-407.7,-2.60
-413.9,-3.61
-407.7,-2.58
-408.7,-2.74
-402.5,-1.71
-403.1,-1.81
-406,-2.29
-409.5,-2.86
-407.4,-2.51
-405.5,-2.19
-405.9,-2.25
-406.7,-2.38
-404.7,-2.04
-407.25,-2.46
-405.5,-2.17
-406.2,-2.28
-408.4,-2.64
-408.7,-2.68
-400.8,-1.37
-403,-1.73
-404.2,-1.93
-406.4,-2.29
-402.5,-1.65
-408,-2.55
-408.5,-2.63
-407.3,-2.43
-407.5,-2.47
-407.2,-2.41
-403.1,-1.73
-406,-2.21
-405.5,-2.13
-406.3,-2.26
-406.5,-2.29
-401.2,-1.42
-411.8,-3.17
-407.82,-2.51
-405.35,-2.10
-403.4,-1.78
-402.8,-1.68
-407.7,-2.50
-410.4,-2.94
-410.4,-2.94
-412.1,-3.22
-410.3,-2.92
-416.1,-3.88
-415,-3.70
-415,-3.69
-412.3,-3.24
-415,-3.69
-418.9,-4.33
-417.8,-4.14
-414.4,-3.58
-421,-4.67
-422.6,-4.93
-421.3,-4.71
-418.4,-4.22
-423.98,-5.14
-417.8,-4.11
-421.6,-4.74
-422.1,-4.82
-420.1,-4.48
-418.5,-4.21
-422.84,-4.92
-422,-4.78
-417.9,-4.09
-419.4,-4.34
-417.5,-4.02
-413.4,-3.34
-417,-3.93
-420.7,-4.54
-417.3,-3.97
-413.3,-3.31
-414.06,-3.43
-413.6,-3.35
-413.9,-3.40
-413.9,-3.40
-409.5,-2.67
-416.9,-3.89
-411.5,-3.00
-411.6,-3.02
-414,-3.41
-414.7,-3.53
-413.3,-3.29
-413,-3.24
-411.6,-3.01
-409.1,-2.60
-406.8,-2.22
-411.9,-3.06
-412.9,-3.23
-410,-2.75
-416.2,-3.77
-411.4,-2.98
-410.9,-2.89
-411.2,-2.94
-412,-3.08
-413.2,-3.27
-410.1,-2.76
-411.4,-2.98
-408.28,-2.46
-407.8,-2.39
-407.2,-2.29
-410.7,-2.87
-407.55,-2.35
-407.9,-2.41
-406.5,-2.19
-409.1,-2.62
-409,-2.61
-409.8,-2.74
-405,-1.95
-403.4,-1.69
-406.7,-2.24
-407.5,-2.38
-403,-1.64
-403.2,-1.67
-407.1,-2.32
-403.9,-1.80
-408.3,-2.53
-406.2,-2.19
-401.4,-1.40
-407.4,-2.39
-401.7,-1.46
-406.4,-2.24
-401,-1.35
-403.5,-1.77
-401.8,-1.49
-403.9,-1.84
-394.2,-0.24
-401.1,-1.39
-402,-1.55
-400.3,-1.27
-400.4,-1.29
-405.91,-2.21
-403.4,-1.80
-407.2,-2.43
-404.6,-2.01
-399.2,-1.12
-399.1,-1.11
-403,-1.76
-406.4,-2.33
-398.8,-1.07
-400.7,-1.39
-404.7,-2.06
-404.6,-2.05
-407.2,-2.48
-404.3,-2.01
-406.3,-2.34
-404.4,-2.03
-402.6,-1.74
-404.2,-2.01
-401.1,-1.50
-408.6,-2.75
-404.9,-2.14
-407.8,-2.62
-407.6,-2.59
-405.64,-2.27
-402.8,-1.81
-403.86,-1.99
-403.9,-2.00
-405.7,-2.30
-403.2,-1.89
-401.3,-1.58
-406.1,-2.38
-403.5,-1.96
-403.3,-1.93
-408.22,-2.75
-407.9,-2.70
-409.8,-3.02
-403.5,-1.98
-400,-1.41
-402.1,-1.76
-407.57,-2.67
-406.5,-2.50
-402.6,-1.86
-407,-2.59
-403.9,-2.09
-402.2,-1.81
-403.2,-1.98
-402.8,-1.92
-402.2,-1.83
-399.51,-1.39
-404.64,-2.25
-397.03,-1.00
-399.4,-1.39
-397.99,-1.17
-401.6,-1.77
-400.75,-1.64
-401.04,-1.70
-399.6,-1.46
-404.3,-2.25
-402.8,-2.01
-405.8,-2.51
-404,-2.22
-405,-2.39
-405.6,-2.50
-408,-2.90
-409.7,-3.19
-407.4,-2.82
-407.8,-2.89
-407.1,-2.78
-408.1,-2.95
-412.7,-3.72
-412.7,-3.72
-414.6,-4.04
-415,-4.11
-414.3,-4.00
-417,-4.45
-414.2,-4.00
-411.2,-3.50
-419.4,-4.87
-418.8,-4.77
-418.1,-4.66
-415.5,-4.23
-422.5,-5.39
-425.4,-5.88
-420.1,-5.00
-421.6,-5.25
-422.79,-5.45
-421,-5.16
-421.4,-5.23
-418.8,-4.80
-419.76,-4.96
-425.3,-5.88
-423,-5.51
-420.4,-5.08
-421.65,-5.29
-426.6,-6.11
-425.8,-5.98
-426.38,-6.08
-424,-5.69
-427.9,-6.34
-427.9,-6.34
-431.2,-6.89
-428.9,-6.52
-431.3,-6.92
-430.2,-6.74
-431.5,-6.96
-434.6,-7.47
-431.9,-7.03
-442.4,-8.77
-438.72,-8.16
-434,-7.38
-431.7,-7.01
-435.04,-7.57
-438.1,-8.08
-438.8,-8.20
-438.5,-8.16
-437.94,-8.07
-441.8,-8.72
-438.3,-8.15
-441.6,-8.70
-437.3,-7.99
-441.5,-8.69
-440.7,-8.57
-441.2,-8.65
-437.7,-8.08
-440.6,-8.56
-437.6,-8.07
-437,-7.98
-437.16,-8.01
-433.8,-7.46
-435.6,-7.76
-436.8,-7.96
-428.1,-6.52
-428.8,-6.64
-427.1,-6.36
-425,-6.02
-420,-5.19
-416.1,-4.55
-425.7,-6.13
-423.4,-5.75
-428.1,-6.53
-426.4,-6.24
-423.6,-5.78
-427.9,-6.48
-427.6,-6.43
-433.3,-7.36
-434.6,-7.57
-435.9,-7.77
-432.6,-7.21
-436.4,-7.83
-439.4,-8.31
-438.7,-8.18
-439.7,-8.33
-438.7,-8.15
-438.6,-8.12
-435,-7.51
-433.4,-7.23
-425.2,-5.87
-427.7,-6.27
-419.4,-4.89
-431.8,-6.92
-429.4,-6.51
-429.6,-6.53
-436.7,-7.69
-437,-7.72
-436.3,-7.59
-434.74,-7.32
-435.7,-7.46
-433.6,-7.10
-432.3,-6.87
-431.2,-6.67
-430.5,-6.54
-427.3,-6.00
-427.19,-5.97
-424.3,-5.48
-428.5,-6.16
-427.7,-6.01
-428.2,-6.07
-428.4,-6.09
-426.6,-5.78
-428.2,-6.03
-426,-5.65
-427.1,-5.81
-420.86,-4.76
-423,-5.10
-422.1,-4.94
-420.5,-4.66
-421.4,-4.79
-422.3,-4.92
-422,-4.85
-422.4,-4.89
-420.3,-4.53
-420.9,-4.61
-413.7,-3.40
-416.7,-3.88
-414,-3.42
-414.1,-3.43
-414.7,-3.51
-413.2,-3.25
-417.5,-3.95
-415.5,-3.60
-413.8,-3.31
-410.4,-2.73
-406.5,-2.08
-412.9,-3.13
-409.8,-2.61
-411.3,-2.85
-406.9,-2.11
-411.3,-2.83
-408.8,-2.41
-411.2,-2.80
-412.8,-3.07
-408.73,-2.39
-409,-2.43
-407.2,-2.13
-411.8,-2.89
-410.94,-2.74
-410,-2.59
-406.4,-1.99
-406.5,-2.01
-409.2,-2.45
-412,-2.91
-407,-2.09
-408.5,-2.33
-405.6,-1.86
-409.5,-2.50
-403.9,-1.58
-405.1,-1.78
-404.3,-1.65
-408.9,-2.41
-408.7,-2.38
-402.8,-1.41
-408.7,-2.39
-410.1,-2.62
-407.9,-2.26
-405.5,-1.87
-397.6,-0.57
-400.9,-1.12
-403.7,-1.59
-400,-0.99
-400,-1.00
-398.3,-0.72
-400.3,-1.06
-401.2,-1.22
-398.7,-0.81
-395.3,-0.26
-396.8,-0.52
-397,-0.56
-393.6,-0.01
-391.7,0.29
-391.1,0.38
-391,0.38
-387,1.03
-392.6,0.09
-386,1.17
-389.9,0.51
-382.5,1.72
-377.9,2.46
-377.2,2.56
-379.3,2.20
-380.5,1.98
-375.9,2.73
-380.4,1.96
-378.8,2.21
-375.7,2.71
-378,2.31
-377.2,2.42
-379.3,2.06
-380.5,1.84
-380,1.91
-380,1.89
-384.8,1.08
-377.9,2.20
-380.2,1.81
-381.5,1.57
-384,1.14
-386.3,0.74
-386.9,0.63
-388.4,0.36
-384.4,1.01
-384.4,0.99
-383.1,1.19
-384.9,0.87
-388.8,0.21
-390.7,-0.12
-391.1,-0.21
-391.9,-0.36
-397.2,-1.25
-399.6,-1.66
-403.5,-2.32
-402.2,-2.13
-400.3,-1.83
-403.7,-2.41
-403.7,-2.42
-407.4,-3.05
-406,-2.83
-408.2,-3.21
-409.6,-3.45
-409.4,-3.43
-415.7,-4.49
-411.3,-3.77
-413.9,-4.22
-419,-5.07
-415,-4.42
-419.8,-5.22
-422.5,-5.68
-423.9,-5.92
-426.8,-6.40
-433.8,-7.56
-430,-6.94
-429.1,-6.80
-431.61,-7.22
-424.2,-6.01
-421.2,-5.52
-424,-5.99
-427.54,-6.58
-422,-5.67
-421.9,-5.66
-421.5,-5.60
-425.6,-6.29
-422.9,-5.85
-423.6,-5.97
-427.7,-6.65
-425.3,-6.26
-425.6,-6.32
-429.4,-6.95
-429.1,-6.91
-432.2,-7.43
-431.5,-7.32
-435.2,-7.93
-431.3,-7.29
-434.1,-7.76
-434.3,-7.80
-432.4,-7.49
-432.2,-7.46
-432.12,-7.45
-430.74,-7.23
-432.6,-7.54
-437.17,-8.29
-438.85,-8.57
-437.1,-8.28
-436.1,-8.12
-437.4,-8.33
-433,-7.60
-437.4,-8.33
-434.8,-7.89
-438.4,-8.48
-437.8,-8.38
-433.6,-7.68
-432.8,-7.55
-432.4,-7.48
-430.5,-7.17
-435.5,-7.99
-436.8,-8.20
-434.2,-7.77
-432.4,-7.47
-434.7,-7.85
-434.9,-7.88
-433.9,-7.72
-441.2,-8.92
-435.6,-7.99
-433.9,-7.71
-433.76,-7.69
-430.3,-7.12
-429.5,-6.99
-433.7,-7.68
-430.5,-7.16
-429.1,-6.93
-436.4,-8.13
-431.3,-7.29
-429.4,-6.98
-430.5,-7.17
-428.4,-6.82
-427,-6.59
-423.5,-6.02
-427.6,-6.70
-432,-7.43
-430.6,-7.20
-432.5,-7.51
-437.8,-8.38
-431.6,-7.36
-431,-7.27
-431.5,-7.35
-435.4,-7.99
-438,-8.42
-435.2,-7.96
-435.8,-8.06
-427.4,-6.68
-431.1,-7.29
-429.4,-7.01
-432.1,-7.46
-435.1,-7.95
-437.5,-8.35
-434.6,-7.87
-431.8,-7.41
-432.5,-7.53
-434.5,-7.86
-429.3,-7.00
-434.8,-7.91
-429.5,-7.04
-424.4,-6.20
-424.1,-6.16
-424.1,-6.17
-428.5,-6.90
-426.3,-6.54
-428,-6.83
-430.9,-7.31
-428.9,-6.98
-427.3,-6.72
-431.3,-7.39
