 Gasage  (yr  BP)   , CO2  (ppmv) , Location 
 310776.1000000001 , 233.2 , Vostok  (Petit  et  al.,  1999) 
 311670.02499999997 , 237.8 , Vostok  (Petit  et  al.,  1999) 
 312593.43000000005 , 239.0 , Vostok  (Petit  et  al.,  1999) 
 313343.12500000006 , 241.9 , Vostok  (Petit  et  al.,  1999) 
 314051.85000000003 , 251.6 , Vostok  (Petit  et  al.,  1999) 
 314836.2100000001 , 256.7 , Vostok  (Petit  et  al.,  1999) 
 315657.5150000001 , 257.1 , Vostok  (Petit  et  al.,  1999) 
 316450.72 , 246.8 , Vostok  (Petit  et  al.,  1999) 
 317149.87000000005 , 272.6 , Vostok  (Petit  et  al.,  1999) 
 317932.54500000004 , 251.6 , Vostok  (Petit  et  al.,  1999) 
 318852.59500000003 , 245.2 , Vostok  (Petit  et  al.,  1999) 
 319829.6600000001 , 233.4 , Vostok  (Petit  et  al.,  1999) 
 320916.3350000001 , 255.8 , Vostok  (Petit  et  al.,  1999) 
 321817.44500000007 , 249.2 , Vostok  (Petit  et  al.,  1999) 
 323383.34500000003 , 257.2 , Vostok  (Petit  et  al.,  1999) 
 324166.915 , 260.4 , Vostok  (Petit  et  al.,  1999) 
 325007.4050000001 , 260.3 , Vostok  (Petit  et  al.,  1999) 
 325823.0 , 260.5 , Vostok  (Petit  et  al.,  1999) 
 326591.0900000001 , 266.2 , Vostok  (Petit  et  al.,  1999) 
 327435.83499999996 , 264.0 , Vostok  (Petit  et  al.,  1999) 
 328086.81000000006 , 266.1 , Vostok  (Petit  et  al.,  1999) 
 328770.75000000006 , 270.1 , Vostok  (Petit  et  al.,  1999) 
 329414.29 , 271.9 , Vostok  (Petit  et  al.,  1999) 
 330053.32500000007 , 275.1 , Vostok  (Petit  et  al.,  1999) 
 331293.55000000005 , 265.0 , Vostok  (Petit  et  al.,  1999) 
 332144.11500000005 , 271.7 , Vostok  (Petit  et  al.,  1999) 
 332798.62000000005 , 272.6 , Vostok  (Petit  et  al.,  1999) 
 333500.08999999997 , 273.1 , Vostok  (Petit  et  al.,  1999) 
 333997.55500000005 , 282.4 , Vostok  (Petit  et  al.,  1999) 
 334349.49500000005 , 289.1 , Vostok  (Petit  et  al.,  1999) 
 334543.885 , 288.4 , Vostok  (Petit  et  al.,  1999) 
 335102.30500000005 , 298.6 , Vostok  (Petit  et  al.,  1999) 
 335707.51000000007 , 278.1 , Vostok  (Petit  et  al.,  1999) 
 336377.54 , 285.8 , Vostok  (Petit  et  al.,  1999) 
 336867.81999999995 , 278.6 , Vostok  (Petit  et  al.,  1999) 
 337516.67000000004 , 270.5 , Vostok  (Petit  et  al.,  1999) 
 338213.50000000006 , 255.7 , Vostok  (Petit  et  al.,  1999) 
 338991.43500000006 , 241.9 , Vostok  (Petit  et  al.,  1999) 
 339983.8900000001 , 239.6 , Vostok  (Petit  et  al.,  1999) 
 340735.0800000001 , 234.2 , Vostok  (Petit  et  al.,  1999) 
 342791.56000000006 , 250.1 , Vostok  (Petit  et  al.,  1999) 
 343923.5850000001 , 200.7 , Vostok  (Petit  et  al.,  1999) 
 345000.8500000001 , 205.2 , Vostok  (Petit  et  al.,  1999) 
 346320.90499999997 , 204.8 , Vostok  (Petit  et  al.,  1999) 
 347544.8050000001 , 211.9 , Vostok  (Petit  et  al.,  1999) 
 349139.0850000001 , 220.3 , Vostok  (Petit  et  al.,  1999) 
 351676.3450000001 , 221.1 , Vostok  (Petit  et  al.,  1999) 
 353174.595 , 216.2 , Vostok  (Petit  et  al.,  1999) 
 354412.9750000001 , 209.4 , Vostok  (Petit  et  al.,  1999) 
 355817.7699999999 , 209.2 , Vostok  (Petit  et  al.,  1999) 
 359010.3800000001 , 193.0 , Vostok  (Petit  et  al.,  1999) 
 360683.84000000014 , 186.1 , Vostok  (Petit  et  al.,  1999) 
 362567.6 , 185.8 , Vostok  (Petit  et  al.,  1999) 
 365190.23000000016 , 201.2 , Vostok  (Petit  et  al.,  1999) 
 368065.9 , 206.3 , Vostok  (Petit  et  al.,  1999) 
 371385.8700000001 , 201.9 , Vostok  (Petit  et  al.,  1999) 
 373457.61500000005 , 199.9 , Vostok  (Petit  et  al.,  1999) 
 375204.59999999986 , 214.7 , Vostok  (Petit  et  al.,  1999) 
 377034.8800000001 , 224.6 , Vostok  (Petit  et  al.,  1999) 
 378760.2400000001 , 229.6 , Vostok  (Petit  et  al.,  1999) 
 382931.4849999999 , 227.0 , Vostok  (Petit  et  al.,  1999) 
 384557.4450000001 , 240.0 , Vostok  (Petit  et  al.,  1999) 
 386283.71000000014 , 239.1 , Vostok  (Petit  et  al.,  1999) 
 387824.8150000001 , 246.8 , Vostok  (Petit  et  al.,  1999) 
 389410.20500000013 , 245.8 , Vostok  (Petit  et  al.,  1999) 
 392287.24999999994 , 258.1 , Vostok  (Petit  et  al.,  1999) 
 392977.15151515143 , 259.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 394003.6909090909 , 273.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 394906.1030303031 , 260.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 398275.1272727272 , 276.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 399926.1636363636 , 277.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 400710.08484848496 , 283.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 402140.91515151504 , 283.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 402859.8363636364 , 275.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 404313.296969697 , 276.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 405062.63030303025 , 280.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 406542.80000000005 , 279.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 407282.4969696969 , 285.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 408818.7151515152 , 284.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 409598.2363636363 , 274.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 410453.8 , 282.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 411347.96969696967 , 283.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 413258.65454545454 , 274.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 414210.8606060605 , 264.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 415179.59393939405 , 271.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 415945.6060606061 , 276.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 416425.3151515151 , 271.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 417440.4424242424 , 273.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 417956.7818181817 , 271.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 418505.3030303029 , 274.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 419575.7818181819 , 273.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 420133.7636363636 , 271.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 420701.76363636355 , 273.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 421912.14545454545 , 268.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 422532.6545454545 , 266.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 423225.496969697 , 270.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 424507.74545454566 , 267.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 425132.26060606056 , 268.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 425740.9090909091 , 270.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 426237.27272727276 , 270.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 426621.5636363636 , 265.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 427154.96363636357 , 255.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 427941.39999999985 , 252.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 428840.2000000002 , 248.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 429178.3636363638 , 242.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 431023.76363636367 , 219.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 432179.3090909094 , 227.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 433850.2969696969 , 211.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 434379.07272727275 , 207.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 435939.69090909103 , 209.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 437485.4181818178 , 207.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 439063.418181818 , 200.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 440659.5818181819 , 201.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 442230.775757576 , 201.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 443844.6484848488 , 202.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 445331.72727272735 , 199.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 447219.18181818177 , 201.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 448459.1818181816 , 203.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 449571.03636363655 , 208.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 450642.8909090911 , 201.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 451747.2787878788 , 201.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 452735.8363636365 , 204.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 453775.6424242424 , 201.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 454864.3090909089 , 198.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 456001.6121212118 , 193.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 457114.43636363646 , 192.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 457745.1272727274 , 199.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 458208.2909090909 , 204.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 458794.00606060616 , 203.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 459211.5515151518 , 208.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 460252.2121212121 , 202.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 461286.06060606067 , 195.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 462414.10303030314 , 190.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 463526.6484848482 , 194.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 464599.47272727254 , 199.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 465265.3636363636 , 205.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 465601.72727272724 , 210.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 466632.29696969694 , 208.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 467706.64242424245 , 204.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 468877.7090909092 , 203.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 470040.1272727275 , 205.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 470725.97575757554 , 206.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 471200.793939394 , 215.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 471824.53333333344 , 218.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 472263.06666666636 , 229.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 472863.2727272727 , 232.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 473217.81818181806 , 243.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 473800.8484848487 , 243.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 474092.3636363638 , 245.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 474974.10909090936 , 241.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 475925.2000000002 , 233.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 476949.7999999998 , 232.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 477941.0000000001 , 236.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 478892.4606060604 , 239.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 479402.95151515136 , 236.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 479775.69090909074 , 231.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 480328.2969696968 , 220.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 480726.6848484848 , 218.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 481662.9636363636 , 223.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 482580.96363636386 , 223.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 483395.3818181817 , 227.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 484179.787878788 , 231.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 484936.1818181817 , 231.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 485667.5212121211 , 231.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 486398.6727272727 , 233.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 487129.2545454547 , 232.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 487848.0666666667 , 231.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 488565.45454545465 , 237.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 489302.09090909077 , 242.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 489719.793939394 , 240.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 490026.29090909084 , 252.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 490494.9090909091 , 249.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 490733.9515151515 , 242.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 491451.0787878788 , 243.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 492154.5454545456 , 246.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 492863.7757575757 , 243.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 493593.10909090925 , 239.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 494300.39393939386 , 239.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 495024.1272727274 , 238.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 495725.6909090908 , 238.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 496444.0666666664 , 237.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 497187.63030303037 , 236.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 497965.97575757577 , 236.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 498737.41818181844 , 232.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 499526.7818181818 , 230.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 500304.7818181817 , 230.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 501083.96363636357 , 228.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 501861.424242424 , 230.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 502637.63636363624 , 231.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 503418.92727272736 , 232.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 504177.187878788 , 232.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 504911.781818182 , 234.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 505684.2424242425 , 233.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 506483.7333333333 , 235.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 507312.39999999985 , 236.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 508117.72121212096 , 238.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 508940.98181818187 , 237.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 509784.981818182 , 240.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 510652.3272727273 , 233.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 511512.4484848484 , 236.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 512363.7818181817 , 235.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 513204.7393939395 , 242.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 514033.1151515151 , 238.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 514847.7818181817 , 239.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 515650.7757575757 , 241.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 516420.9818181818 , 243.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 517154.981818182 , 247.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 517876.0121212122 , 246.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 518600.4606060606 , 245.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 519329.12727272714 , 245.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 520073.3575757573 , 247.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 520821.80606060615 , 245.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 521574.4727272729 , 243.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 523801.8242424243 , 241.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 524570.8666666667 , 236.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 525337.0 , 235.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 526106.9999999999 , 233.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 526895.806060606 , 230.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 527698.6909090909 , 227.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 528516.6909090912 , 224.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 529403.4303030304 , 222.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 530290.5090909093 , 221.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 531201.3818181816 , 220.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 532078.7575757573 , 220.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 532592.5272727272 , 214.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 532987.5696969698 , 211.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 533554.3696969697 , 204.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 533932.2363636366 , 200.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 534668.181818182 , 195.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 535043.5636363637 , 193.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 535695.0545454544 , 190.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 536178.4727272727 , 199.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 537334.4727272725 , 199.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 538440.7636363636 , 205.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 539513.8181818181 , 206.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 540583.818181818 , 212.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 541653.8181818181 , 211.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 542740.206060606 , 205.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 543844.872727273 , 203.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 544885.987878788 , 208.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 545864.9090909091 , 210.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 546830.1454545453 , 209.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 547806.6787878785 , 209.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 548770.7757575759 , 204.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 549720.1090909094 , 202.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 550230.7272727275 , 208.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 550582.5454545455 , 213.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 551381.0909090908 , 215.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 552111.0909090908 , 219.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 552681.5636363637 , 221.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 553020.9212121211 , 222.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 553245.9878787878 , 226.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 553619.3939393939 , 222.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 553808.6545454544 , 220.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 554479.6181818182 , 223.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 555158.3454545455 , 224.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 555842.3454545456 , 226.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 556407.0242424243 , 233.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 556923.2909090909 , 241.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 557198.6545454545 , 243.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 557385.0545454546 , 249.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 557657.1393939393 , 244.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 557838.206060606 , 250.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 558154.5636363635 , 245.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 558306.0181818182 , 240.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 558777.6909090909 , 238.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 559316.0060606062 , 234.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 559636.7636363636 , 229.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 559872.6181818182 , 230.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 560436.618181818 , 230.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 560965.6000000001 , 228.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 561450.7393939394 , 231.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 561888.0727272726 , 231.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 562310.4909090908 , 234.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 562655.6000000001 , 234.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 563134.8545454546 , 240.1 , Dome  C  (Siegenthaler  et  al.,  2005) 
 563535.7393939394 , 242.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 563927.896969697 , 245.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 564310.5636363636 , 245.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 564724.3575757574 , 247.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 565134.296969697 , 251.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 565538.9636363637 , 252.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 565895.6424242425 , 252.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 566245.303030303 , 251.4 , Dome  C  (Siegenthaler  et  al.,  2005) 
 566588.6363636364 , 253.7 , Dome  C  (Siegenthaler  et  al.,  2005) 
 566918.3515151516 , 254.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 567239.4909090908 , 253.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 567548.6545454545 , 254.5 , Dome  C  (Siegenthaler  et  al.,  2005) 
 567884.8909090909 , 253.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 568204.1393939394 , 253.9 , Dome  C  (Siegenthaler  et  al.,  2005) 
 568534.2363636364 , 252.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 568930.1454545455 , 253.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 569314.5939393939 , 250.2 , Dome  C  (Siegenthaler  et  al.,  2005) 
 569683.9272727272 , 251.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 570067.2484848484 , 250.0 , Dome  C  (Siegenthaler  et  al.,  2005) 
 570463.4606060607 , 251.3 , Dome  C  (Siegenthaler  et  al.,  2005) 
 570862.1272727273 , 251.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 571261.4424242425 , 251.8 , Dome  C  (Siegenthaler  et  al.,  2005) 
 571633.3575757575 , 249.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 571974.6909090908 , 251.6 , Dome  C  (Siegenthaler  et  al.,  2005) 
 572315.4999999999 , 250.3009961681342 , Dome  C  (Siegenthaler  et  al.,  2005) 
 572669.8727272728 , 246.30955184938028 , Dome  C  (Siegenthaler  et  al.,  2005) 
 573053.5166666666 , 247.65697248974385 , Dome  C  (Siegenthaler  et  al.,  2005) 
 573475.7499999998 , 249.18618138857704 , Dome  C  (Siegenthaler  et  al.,  2005) 
 573913.0166666665 , 248.72078039844754 , Dome  C  (Siegenthaler  et  al.,  2005) 
 574364.6545454544 , 251.7666008144979 , Dome  C  (Siegenthaler  et  al.,  2005) 
 574806.0000000001 , 251.86150476654132 , Dome  C  (Siegenthaler  et  al.,  2005) 
 575233.9636363636 , 252.08002667419618 , Dome  C  (Siegenthaler  et  al.,  2005) 
 575654.5333333331 , 248.8639219697805 , Dome  C  (Siegenthaler  et  al.,  2005) 
 576112.8499999997 , 252.543697553062 , Dome  C  (Siegenthaler  et  al.,  2005) 
 576599.0999999999 , 252.8973536409592 , Dome  C  (Siegenthaler  et  al.,  2005) 
 577115.1000000001 , 251.2965766771463 , Dome  C  (Siegenthaler  et  al.,  2005) 
 577653.8500000001 , 251.34172534675196 , Dome  C  (Siegenthaler  et  al.,  2005) 
 578196.3499999997 , 251.0792763522184 , Dome  C  (Siegenthaler  et  al.,  2005) 
 578742.3499999997 , 249.0568689785398 , Dome  C  (Siegenthaler  et  al.,  2005) 
 579280.5499999998 , 252.92340485161623 , Dome  C  (Siegenthaler  et  al.,  2005) 
 579833.1166666667 , 251.47302309267096 , Dome  C  (Siegenthaler  et  al.,  2005) 
 580210.5045454543 , 244.13978325747763 , Dome  C  (Siegenthaler  et  al.,  2005) 
 580401.7833333332 , 243.8071398156684 , Dome  C  (Siegenthaler  et  al.,  2005) 
 580814.0045454544 , 236.17021956160747 , Dome  C  (Siegenthaler  et  al.,  2005) 
 581118.6499999997 , 230.2553890769855 , Dome  C  (Siegenthaler  et  al.,  2005) 
 581546.5272727276 , 225.2070402346668 , Dome  C  (Siegenthaler  et  al.,  2005) 
 581928.2999999996 , 219.41265806017452 , Dome  C  (Siegenthaler  et  al.,  2005) 
 582454.5272727271 , 215.44586651227405 , Dome  C  (Siegenthaler  et  al.,  2005) 
 582836.2999999999 , 209.88341782048894 , Dome  C  (Siegenthaler  et  al.,  2005) 
 583574.2545454543 , 206.68125254107684 , Dome  C  (Siegenthaler  et  al.,  2005) 
 583958.8000000002 , 210.63901783350494 , Dome  C  (Siegenthaler  et  al.,  2005) 
 586720.8424242425 , 223.95763277250387 , Dome  C  (Siegenthaler  et  al.,  2005) 
 587171.8499999993 , 225.9929310765137 , Dome  C  (Siegenthaler  et  al.,  2005) 
 587888.6681818177 , 234.40092907192803 , Dome  C  (Siegenthaler  et  al.,  2005) 
 588279.3499999996 , 238.78411585346242 , Dome  C  (Siegenthaler  et  al.,  2005) 
 588940.9045454541 , 246.34602904387208 , Dome  C  (Siegenthaler  et  al.,  2005) 
 589425.3500000003 , 250.20456464222792 , Dome  C  (Siegenthaler  et  al.,  2005) 
 590040.145454545 , 248.10464236577934 , Dome  C  (Siegenthaler  et  al.,  2005) 
 590488.8000000002 , 243.5553025827732 , Dome  C  (Siegenthaler  et  al.,  2005) 
 591019.4666666666 , 237.37751240309967 , Dome  C  (Siegenthaler  et  al.,  2005) 
 592383.4712121211 , 225.67880356583396 , Dome  C  (Siegenthaler  et  al.,  2005) 
 592785.516666666 , 229.38667009211042 , Dome  C  (Siegenthaler  et  al.,  2005) 
